model_role,run_id,config_id,pair_key,carrier_id,base_id,cornea_id,platform_id,optic_state,pupil_mm,relative_path,sha256
pair_mono_reference,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_RAD_MONO_EPD5,CAR_ATC_M3_AL24477_N0_RAD_EPD5,CAR_ATC_M3_AL24477_N0_RAD,ATC_M3_AL24477,N0,RAD,MONO,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/pair_references/CAR_ATC_M3_AL24477_N0_RAD_EPD5.zmx,4a80705f7cc0dcee63a2e155d96f7c91497df6032cdc644123c1d736f63a62f5
pair_mono_reference,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_WFS_MONO_EPD3,CAR_ATC_M3_AL24477_N0_WFS_EPD3,CAR_ATC_M3_AL24477_N0_WFS,ATC_M3_AL24477,N0,WFS,MONO,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/pair_references/CAR_ATC_M3_AL24477_N0_WFS_EPD3.zmx,219791f24d262c226e8dbaeba95f2bd254b30af8366e7891c904cfaa4b474195
pair_mono_reference,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_WFS_MONO_EPD5,CAR_ATC_M3_AL24477_N0_WFS_EPD5,CAR_ATC_M3_AL24477_N0_WFS,ATC_M3_AL24477,N0,WFS,MONO,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/pair_references/CAR_ATC_M3_AL24477_N0_WFS_EPD5.zmx,000881f9aec5ebb98cff28f88e3d581a667f471ca1441ba96ad53be038746919
pair_mono_reference,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_HOA_MONO_EPD3,CAR_LB_AL2395_N0_HOA_EPD3,CAR_LB_AL2395_N0_HOA,LB_AL2395,N0,HOA,MONO,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/pair_references/CAR_LB_AL2395_N0_HOA_EPD3.zmx,40711342f1609c90f7413f4996d1600b63ad12426917936d581c66c18b3017a7
pair_mono_reference,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_HOA_MONO_EPD5,CAR_LB_AL2395_N0_HOA_EPD5,CAR_LB_AL2395_N0_HOA,LB_AL2395,N0,HOA,MONO,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/pair_references/CAR_LB_AL2395_N0_HOA_EPD5.zmx,14b4c828237ebf77f4bf66880cd226d786f4b679e424b72fa6c7511144d8dca9
pair_mono_reference,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_RAD_MONO_EPD3,CAR_LB_AL2395_N0_RAD_EPD3,CAR_LB_AL2395_N0_RAD,LB_AL2395,N0,RAD,MONO,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/pair_references/CAR_LB_AL2395_N0_RAD_EPD3.zmx,681f3580009b19ec8c0537d2874e31bafead3de5fd68006f77834fbf4434c90f
pair_mono_reference,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_RAD_MONO_EPD5,CAR_LB_AL2395_N0_RAD_EPD5,CAR_LB_AL2395_N0_RAD,LB_AL2395,N0,RAD,MONO,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/pair_references/CAR_LB_AL2395_N0_RAD_EPD5.zmx,673a2f06b64b4ac91731c4e7f6340e8129b0da39a4d2773eab656ade93a51634
pair_mono_reference,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_WFS_MONO_EPD3,CAR_LB_AL2395_N0_WFS_EPD3,CAR_LB_AL2395_N0_WFS,LB_AL2395,N0,WFS,MONO,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/pair_references/CAR_LB_AL2395_N0_WFS_EPD3.zmx,ce4ec088252ddcb3b79400ab0b0aaf0656584a6df698eebf1520f18be369bf54
pair_mono_reference,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_WFS_MONO_EPD5,CAR_LB_AL2395_N0_WFS_EPD5,CAR_LB_AL2395_N0_WFS,LB_AL2395,N0,WFS,MONO,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/pair_references/CAR_LB_AL2395_N0_WFS_EPD5.zmx,833b0494678600bb12305fe7b92731c47558bd830311aae782627eb2bef7ae8b
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_HOA_MONO_EPD3,CAR_ATC_M3_AL24477_N0_HOA_EPD3,CAR_ATC_M3_AL24477_N0_HOA,ATC_M3_AL24477,N0,HOA,MONO,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_ATC_M3_AL24477_N0_HOA_MONO_EPD3.zmx,55e62a7904bdd127599c92271b578ec89aef9560959ffde45498da6347fc38da
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_HOA_MONO_EPD5,CAR_ATC_M3_AL24477_N0_HOA_EPD5,CAR_ATC_M3_AL24477_N0_HOA,ATC_M3_AL24477,N0,HOA,MONO,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_ATC_M3_AL24477_N0_HOA_MONO_EPD5.zmx,c97a5e2020086de264787a29abbc1eeceff3e111506f6ed8f9cc739513f049c1
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_HOA_EDOF_EPD3,CAR_ATC_M3_AL24477_N0_HOA_EPD3,CAR_ATC_M3_AL24477_N0_HOA,ATC_M3_AL24477,N0,HOA,EDOF,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_ATC_M3_AL24477_N0_HOA_EDOF_EPD3.zmx,add99b445149fcdf874cd57d4648cb891e29e0a752c1317fd0edbce4a1569ebf
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_HOA_EDOF_EPD5,CAR_ATC_M3_AL24477_N0_HOA_EPD5,CAR_ATC_M3_AL24477_N0_HOA,ATC_M3_AL24477,N0,HOA,EDOF,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_ATC_M3_AL24477_N0_HOA_EDOF_EPD5.zmx,a89e28cf68629db283224e68f0f8805923809fe37f99adb2a6d26d47a7992fee
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_RAD_MONO_EPD3,CAR_ATC_M3_AL24477_N0_RAD_EPD3,CAR_ATC_M3_AL24477_N0_RAD,ATC_M3_AL24477,N0,RAD,MONO,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_ATC_M3_AL24477_N0_RAD_MONO_EPD3.zmx,51888e83bc5f10b946008fe1eaf5c46ac7b7322160b1b74d82961435a5386f6e
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_RAD_MONO_EPD5,CAR_ATC_M3_AL24477_N0_RAD_EPD5,CAR_ATC_M3_AL24477_N0_RAD,ATC_M3_AL24477,N0,RAD,MONO,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_ATC_M3_AL24477_N0_RAD_MONO_EPD5.zmx,4a80705f7cc0dcee63a2e155d96f7c91497df6032cdc644123c1d736f63a62f5
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_RAD_EDOF_EPD3,CAR_ATC_M3_AL24477_N0_RAD_EPD3,CAR_ATC_M3_AL24477_N0_RAD,ATC_M3_AL24477,N0,RAD,EDOF,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_ATC_M3_AL24477_N0_RAD_EDOF_EPD3.zmx,1eec3c07980f4f3f4a9ec0d3ded86c7c5756d94798469504c2d7234f843fe091
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_RAD_EDOF_EPD5,CAR_ATC_M3_AL24477_N0_RAD_EPD5,CAR_ATC_M3_AL24477_N0_RAD,ATC_M3_AL24477,N0,RAD,EDOF,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_ATC_M3_AL24477_N0_RAD_EDOF_EPD5.zmx,4c2181db475a3cbfc91e8ebb6d9837dff85a412aa79f39ca492ee0db1367ae07
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_WFS_MONO_EPD3,CAR_ATC_M3_AL24477_N0_WFS_EPD3,CAR_ATC_M3_AL24477_N0_WFS,ATC_M3_AL24477,N0,WFS,MONO,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_ATC_M3_AL24477_N0_WFS_MONO_EPD3.zmx,219791f24d262c226e8dbaeba95f2bd254b30af8366e7891c904cfaa4b474195
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_WFS_MONO_EPD5,CAR_ATC_M3_AL24477_N0_WFS_EPD5,CAR_ATC_M3_AL24477_N0_WFS,ATC_M3_AL24477,N0,WFS,MONO,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_ATC_M3_AL24477_N0_WFS_MONO_EPD5.zmx,000881f9aec5ebb98cff28f88e3d581a667f471ca1441ba96ad53be038746919
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_WFS_EDOF_EPD3,CAR_ATC_M3_AL24477_N0_WFS_EPD3,CAR_ATC_M3_AL24477_N0_WFS,ATC_M3_AL24477,N0,WFS,EDOF,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_ATC_M3_AL24477_N0_WFS_EDOF_EPD3.zmx,62c26f6bb29d25bafa94d7432bf3de5f615ba30a6115a1b1b4947ddb18341878
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_ATC_M3_AL24477_N0_WFS_EDOF_EPD5,CAR_ATC_M3_AL24477_N0_WFS_EPD5,CAR_ATC_M3_AL24477_N0_WFS,ATC_M3_AL24477,N0,WFS,EDOF,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_ATC_M3_AL24477_N0_WFS_EDOF_EPD5.zmx,d518d62fa0faafefa840d76d17000aed406c6021eeec34b7a6589f3cd7e6c5cd
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_HOA_MONO_EPD3,CAR_LB_AL2395_N0_HOA_EPD3,CAR_LB_AL2395_N0_HOA,LB_AL2395,N0,HOA,MONO,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_LB_AL2395_N0_HOA_MONO_EPD3.zmx,40711342f1609c90f7413f4996d1600b63ad12426917936d581c66c18b3017a7
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_HOA_MONO_EPD5,CAR_LB_AL2395_N0_HOA_EPD5,CAR_LB_AL2395_N0_HOA,LB_AL2395,N0,HOA,MONO,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_LB_AL2395_N0_HOA_MONO_EPD5.zmx,14b4c828237ebf77f4bf66880cd226d786f4b679e424b72fa6c7511144d8dca9
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_HOA_EDOF_EPD3,CAR_LB_AL2395_N0_HOA_EPD3,CAR_LB_AL2395_N0_HOA,LB_AL2395,N0,HOA,EDOF,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_LB_AL2395_N0_HOA_EDOF_EPD3.zmx,54f91975b0d971670d885e1421528ef6e03c9e5f21a3a22fbe9d258aadabc87e
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_HOA_EDOF_EPD5,CAR_LB_AL2395_N0_HOA_EPD5,CAR_LB_AL2395_N0_HOA,LB_AL2395,N0,HOA,EDOF,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_LB_AL2395_N0_HOA_EDOF_EPD5.zmx,9c1ab91ba793145cfb5dc0d0ee806cf67f2b3cb97a1a6df18671200cd074407c
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_RAD_MONO_EPD3,CAR_LB_AL2395_N0_RAD_EPD3,CAR_LB_AL2395_N0_RAD,LB_AL2395,N0,RAD,MONO,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_LB_AL2395_N0_RAD_MONO_EPD3.zmx,681f3580009b19ec8c0537d2874e31bafead3de5fd68006f77834fbf4434c90f
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_RAD_MONO_EPD5,CAR_LB_AL2395_N0_RAD_EPD5,CAR_LB_AL2395_N0_RAD,LB_AL2395,N0,RAD,MONO,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_LB_AL2395_N0_RAD_MONO_EPD5.zmx,673a2f06b64b4ac91731c4e7f6340e8129b0da39a4d2773eab656ade93a51634
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_RAD_EDOF_EPD3,CAR_LB_AL2395_N0_RAD_EPD3,CAR_LB_AL2395_N0_RAD,LB_AL2395,N0,RAD,EDOF,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_LB_AL2395_N0_RAD_EDOF_EPD3.zmx,721ee4cfc88aa5f9fe729d24c3f0df8b3ab887fb31c0a7866d9df4edb2651fd6
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_RAD_EDOF_EPD5,CAR_LB_AL2395_N0_RAD_EPD5,CAR_LB_AL2395_N0_RAD,LB_AL2395,N0,RAD,EDOF,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_LB_AL2395_N0_RAD_EDOF_EPD5.zmx,8636f520c0c5b9d6304e8a8fd73cd24d44abffe8f45c41a75e1fb58baf5fc31d
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_WFS_MONO_EPD3,CAR_LB_AL2395_N0_WFS_EPD3,CAR_LB_AL2395_N0_WFS,LB_AL2395,N0,WFS,MONO,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_LB_AL2395_N0_WFS_MONO_EPD3.zmx,ce4ec088252ddcb3b79400ab0b0aaf0656584a6df698eebf1520f18be369bf54
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_WFS_MONO_EPD5,CAR_LB_AL2395_N0_WFS_EPD5,CAR_LB_AL2395_N0_WFS,LB_AL2395,N0,WFS,MONO,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_LB_AL2395_N0_WFS_MONO_EPD5.zmx,833b0494678600bb12305fe7b92731c47558bd830311aae782627eb2bef7ae8b
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_WFS_EDOF_EPD3,CAR_LB_AL2395_N0_WFS_EPD3,CAR_LB_AL2395_N0_WFS,LB_AL2395,N0,WFS,EDOF,3.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_LB_AL2395_N0_WFS_EDOF_EPD3.zmx,2f4b018141df77dc04b872c77734ebb6ca0a23765c727833ec32a57b9c8e485a
analyzed_config,task013-183dcffcd1da4f1cb1a219d9eedb39db,CFG_LB_AL2395_N0_WFS_EDOF_EPD5,CAR_LB_AL2395_N0_WFS_EPD5,CAR_LB_AL2395_N0_WFS,LB_AL2395,N0,WFS,EDOF,5.0,models/task013_native_reference/runs/task013-183dcffcd1da4f1cb1a219d9eedb39db/configs/CFG_LB_AL2395_N0_WFS_EDOF_EPD5.zmx,6252e72dc5abe909b584853c6d7863389344945804ed12f91312c475b27e930d
