model_role,run_id,config_id,pair_key,carrier_id,base_id,cornea_id,platform_id,optic_state,pupil_mm,relative_path,sha256
pair_mono_reference,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_C0V12_WFS_MONO_EPD5,CAR_LB_AL2395_C0V12_WFS_EPD5,CAR_LB_AL2395_C0V12_WFS,LB_AL2395,C0V12,WFS,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/pair_references/CAR_LB_AL2395_C0V12_WFS_EPD5.zmx,3db49dff923a33469945e57a8b20c931c9f17995efa8fe1330e7283308050f03
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_A0V12_HOA_MONO_EPD3,CAR_ATC_M3_AL24477_A0V12_HOA_EPD3,CAR_ATC_M3_AL24477_A0V12_HOA,ATC_M3_AL24477,A0V12,HOA,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_A0V12_HOA_MONO_EPD3.zmx,11b7f3a4f61a9c330bf15159238ba67e9b5778b3dc58063a1e409fdb0b4b7437
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_A0V12_HOA_MONO_EPD5,CAR_ATC_M3_AL24477_A0V12_HOA_EPD5,CAR_ATC_M3_AL24477_A0V12_HOA,ATC_M3_AL24477,A0V12,HOA,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_A0V12_HOA_MONO_EPD5.zmx,b660e01078c87b9829d9a2e18664fc624d1cbd833699714f2938526559c03dc0
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_A0V12_HOA_EDOF_EPD3,CAR_ATC_M3_AL24477_A0V12_HOA_EPD3,CAR_ATC_M3_AL24477_A0V12_HOA,ATC_M3_AL24477,A0V12,HOA,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_A0V12_HOA_EDOF_EPD3.zmx,d136f7d9b5c2afbedeb234ced927dc9a34c6df917261ff8c7ec2e9143ab9efde
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_A0V12_HOA_EDOF_EPD5,CAR_ATC_M3_AL24477_A0V12_HOA_EPD5,CAR_ATC_M3_AL24477_A0V12_HOA,ATC_M3_AL24477,A0V12,HOA,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_A0V12_HOA_EDOF_EPD5.zmx,77a0d60d5d3c2096c36e9b14b968d715f812fa2c4b71abb9e97db59edd3211f7
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_A0V12_RAD_MONO_EPD3,CAR_ATC_M3_AL24477_A0V12_RAD_EPD3,CAR_ATC_M3_AL24477_A0V12_RAD,ATC_M3_AL24477,A0V12,RAD,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_A0V12_RAD_MONO_EPD3.zmx,a60e36016a983ae1a3ec9504d050a93ef8722b491bfcc21721341235dc060988
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_A0V12_RAD_MONO_EPD5,CAR_ATC_M3_AL24477_A0V12_RAD_EPD5,CAR_ATC_M3_AL24477_A0V12_RAD,ATC_M3_AL24477,A0V12,RAD,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_A0V12_RAD_MONO_EPD5.zmx,f23fab0ce18d4e92b0bfe96be6e943526c33b74b34fccb0f8c5371c191d1e3e6
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_A0V12_RAD_EDOF_EPD3,CAR_ATC_M3_AL24477_A0V12_RAD_EPD3,CAR_ATC_M3_AL24477_A0V12_RAD,ATC_M3_AL24477,A0V12,RAD,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_A0V12_RAD_EDOF_EPD3.zmx,6020fa6096a144198fd167685028ac89f26c0fe337f6a23e33af3b0c23b1baac
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_A0V12_RAD_EDOF_EPD5,CAR_ATC_M3_AL24477_A0V12_RAD_EPD5,CAR_ATC_M3_AL24477_A0V12_RAD,ATC_M3_AL24477,A0V12,RAD,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_A0V12_RAD_EDOF_EPD5.zmx,990ebdf639710c9e9ae7a2d9c058dd33525118d691543a530db2ca21d831f190
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_A0V12_WFS_MONO_EPD3,CAR_ATC_M3_AL24477_A0V12_WFS_EPD3,CAR_ATC_M3_AL24477_A0V12_WFS,ATC_M3_AL24477,A0V12,WFS,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_A0V12_WFS_MONO_EPD3.zmx,cd62e7912ad3f5bac2bffa19eb9fce49f00fa4bf3a47d75add86ad751ffb1ed0
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_A0V12_WFS_MONO_EPD5,CAR_ATC_M3_AL24477_A0V12_WFS_EPD5,CAR_ATC_M3_AL24477_A0V12_WFS,ATC_M3_AL24477,A0V12,WFS,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_A0V12_WFS_MONO_EPD5.zmx,22ec95095b5e4a51cc3705b1a32b396f55892acf960a55bda7c0f9af3c4ff382
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_A0V12_WFS_EDOF_EPD3,CAR_ATC_M3_AL24477_A0V12_WFS_EPD3,CAR_ATC_M3_AL24477_A0V12_WFS,ATC_M3_AL24477,A0V12,WFS,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_A0V12_WFS_EDOF_EPD3.zmx,cb1908b650c1e90b2dae5f396a023629a45071957d4b40839a7b26725e38455e
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_A0V12_WFS_EDOF_EPD5,CAR_ATC_M3_AL24477_A0V12_WFS_EPD5,CAR_ATC_M3_AL24477_A0V12_WFS,ATC_M3_AL24477,A0V12,WFS,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_A0V12_WFS_EDOF_EPD5.zmx,38b0abd64c26494e28f8c5ba0ca246321272b36299d6d4bed7540664a7cccf41
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_B0V12_HOA_MONO_EPD3,CAR_ATC_M3_AL24477_B0V12_HOA_EPD3,CAR_ATC_M3_AL24477_B0V12_HOA,ATC_M3_AL24477,B0V12,HOA,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_B0V12_HOA_MONO_EPD3.zmx,70c1a3479468d682c54f852207272077c44aefb585de9568159da9f401f603dd
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_B0V12_HOA_MONO_EPD5,CAR_ATC_M3_AL24477_B0V12_HOA_EPD5,CAR_ATC_M3_AL24477_B0V12_HOA,ATC_M3_AL24477,B0V12,HOA,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_B0V12_HOA_MONO_EPD5.zmx,0a0c6e8695ab2ae2cad004106c99d917069023e0373e8ab72533a15da492715e
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_B0V12_HOA_EDOF_EPD3,CAR_ATC_M3_AL24477_B0V12_HOA_EPD3,CAR_ATC_M3_AL24477_B0V12_HOA,ATC_M3_AL24477,B0V12,HOA,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_B0V12_HOA_EDOF_EPD3.zmx,02feba638c487ec14df2d3b82b41f654214e38dafd2af572c9bdd4d89edeb4f3
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_B0V12_HOA_EDOF_EPD5,CAR_ATC_M3_AL24477_B0V12_HOA_EPD5,CAR_ATC_M3_AL24477_B0V12_HOA,ATC_M3_AL24477,B0V12,HOA,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_B0V12_HOA_EDOF_EPD5.zmx,d18cd454aecb3cb94ea317cc1698197d5ddf383b1951fdfb412614b8fb2a5847
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_B0V12_RAD_MONO_EPD3,CAR_ATC_M3_AL24477_B0V12_RAD_EPD3,CAR_ATC_M3_AL24477_B0V12_RAD,ATC_M3_AL24477,B0V12,RAD,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_B0V12_RAD_MONO_EPD3.zmx,46a8dbad493a9155d1bd836c8a0eeb74f24ac084df057956a30b6f8a5eddbb3f
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_B0V12_RAD_MONO_EPD5,CAR_ATC_M3_AL24477_B0V12_RAD_EPD5,CAR_ATC_M3_AL24477_B0V12_RAD,ATC_M3_AL24477,B0V12,RAD,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_B0V12_RAD_MONO_EPD5.zmx,a339825982d213f281ca6700e53602dacfbb34d11bef4efb003e4b3b90a2a785
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_B0V12_RAD_EDOF_EPD3,CAR_ATC_M3_AL24477_B0V12_RAD_EPD3,CAR_ATC_M3_AL24477_B0V12_RAD,ATC_M3_AL24477,B0V12,RAD,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_B0V12_RAD_EDOF_EPD3.zmx,a8914145d3ee06e2c478d6c67ead012a6b0685fa684046b4531c6d93d10aa5d0
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_B0V12_RAD_EDOF_EPD5,CAR_ATC_M3_AL24477_B0V12_RAD_EPD5,CAR_ATC_M3_AL24477_B0V12_RAD,ATC_M3_AL24477,B0V12,RAD,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_B0V12_RAD_EDOF_EPD5.zmx,9f9522849271319ac2918adbdc558f771b83392175fdee9c05138d547ef67bc0
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_B0V12_WFS_MONO_EPD3,CAR_ATC_M3_AL24477_B0V12_WFS_EPD3,CAR_ATC_M3_AL24477_B0V12_WFS,ATC_M3_AL24477,B0V12,WFS,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_B0V12_WFS_MONO_EPD3.zmx,b9097767de0ef6ba16d9a0a532a74c032874098a01589c1cca848478aade5f29
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_B0V12_WFS_MONO_EPD5,CAR_ATC_M3_AL24477_B0V12_WFS_EPD5,CAR_ATC_M3_AL24477_B0V12_WFS,ATC_M3_AL24477,B0V12,WFS,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_B0V12_WFS_MONO_EPD5.zmx,6ed0b612d3b8368bbaf1ca474e5ef392af58af9d49cbf19f555a1e2d9160edd8
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_B0V12_WFS_EDOF_EPD3,CAR_ATC_M3_AL24477_B0V12_WFS_EPD3,CAR_ATC_M3_AL24477_B0V12_WFS,ATC_M3_AL24477,B0V12,WFS,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_B0V12_WFS_EDOF_EPD3.zmx,4bbbd8124ed3116e9d83142bdad2405daead810b2e0d24208eb6f6c95fbd99fe
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_B0V12_WFS_EDOF_EPD5,CAR_ATC_M3_AL24477_B0V12_WFS_EPD5,CAR_ATC_M3_AL24477_B0V12_WFS,ATC_M3_AL24477,B0V12,WFS,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_B0V12_WFS_EDOF_EPD5.zmx,54eb16e80b22835390536b9d273a93e365fde51c9575d6e33bb55d2d61674713
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_C0V12_HOA_MONO_EPD3,CAR_ATC_M3_AL24477_C0V12_HOA_EPD3,CAR_ATC_M3_AL24477_C0V12_HOA,ATC_M3_AL24477,C0V12,HOA,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_C0V12_HOA_MONO_EPD3.zmx,ffd1dd9a9edf2bd567001c28dd43606234ef1e4cffb50fc179d10ac08f7a5f08
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_C0V12_HOA_MONO_EPD5,CAR_ATC_M3_AL24477_C0V12_HOA_EPD5,CAR_ATC_M3_AL24477_C0V12_HOA,ATC_M3_AL24477,C0V12,HOA,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_C0V12_HOA_MONO_EPD5.zmx,444fb566df84b88a745d99e14f277ff0922f8fbd340f542f0527e0184391f51e
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_C0V12_HOA_EDOF_EPD3,CAR_ATC_M3_AL24477_C0V12_HOA_EPD3,CAR_ATC_M3_AL24477_C0V12_HOA,ATC_M3_AL24477,C0V12,HOA,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_C0V12_HOA_EDOF_EPD3.zmx,8ec513698a8cf41491adb55e639700a5039d8a0b20b399217107d7300f48fb60
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_C0V12_HOA_EDOF_EPD5,CAR_ATC_M3_AL24477_C0V12_HOA_EPD5,CAR_ATC_M3_AL24477_C0V12_HOA,ATC_M3_AL24477,C0V12,HOA,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_C0V12_HOA_EDOF_EPD5.zmx,04ff4a6d53c8821cacbe6ff05639270311e4d68c0b75541051f3dc8132060406
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_C0V12_RAD_MONO_EPD3,CAR_ATC_M3_AL24477_C0V12_RAD_EPD3,CAR_ATC_M3_AL24477_C0V12_RAD,ATC_M3_AL24477,C0V12,RAD,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_C0V12_RAD_MONO_EPD3.zmx,af7a614707a38c228b16f8fa2c7b63c9c5ce78d50cd1a81a5f40155e9cc597dc
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_C0V12_RAD_MONO_EPD5,CAR_ATC_M3_AL24477_C0V12_RAD_EPD5,CAR_ATC_M3_AL24477_C0V12_RAD,ATC_M3_AL24477,C0V12,RAD,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_C0V12_RAD_MONO_EPD5.zmx,9c4673e3b624e02ab1bbac419888c4e92c4f6dcd9a212f0e64676d84d44c1d28
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_C0V12_RAD_EDOF_EPD3,CAR_ATC_M3_AL24477_C0V12_RAD_EPD3,CAR_ATC_M3_AL24477_C0V12_RAD,ATC_M3_AL24477,C0V12,RAD,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_C0V12_RAD_EDOF_EPD3.zmx,f3c4cd6251f1d78bbfdeeab4cf4642cc869a3fea6c05462570394a1b7ecaf6a6
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_C0V12_RAD_EDOF_EPD5,CAR_ATC_M3_AL24477_C0V12_RAD_EPD5,CAR_ATC_M3_AL24477_C0V12_RAD,ATC_M3_AL24477,C0V12,RAD,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_C0V12_RAD_EDOF_EPD5.zmx,9e7f93466e01fcce51043907e5d20fe4c01673dffa2c2ac5e5eac0d837017ff8
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_C0V12_WFS_MONO_EPD3,CAR_ATC_M3_AL24477_C0V12_WFS_EPD3,CAR_ATC_M3_AL24477_C0V12_WFS,ATC_M3_AL24477,C0V12,WFS,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_C0V12_WFS_MONO_EPD3.zmx,f6d6b6a5392fadfb1c9cdd24bba6cee22e5233a2e2060414629ed55efcc588c2
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_C0V12_WFS_MONO_EPD5,CAR_ATC_M3_AL24477_C0V12_WFS_EPD5,CAR_ATC_M3_AL24477_C0V12_WFS,ATC_M3_AL24477,C0V12,WFS,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_C0V12_WFS_MONO_EPD5.zmx,0a654b92de67e7a252a95eb7fb800700ee14a99c0f1ae28b6e757d079e520c4e
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_C0V12_WFS_EDOF_EPD3,CAR_ATC_M3_AL24477_C0V12_WFS_EPD3,CAR_ATC_M3_AL24477_C0V12_WFS,ATC_M3_AL24477,C0V12,WFS,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_C0V12_WFS_EDOF_EPD3.zmx,7d0b721cac25b51772c02dcae966e0462a62ad792e2c0e8e5c174bbc311b8409
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_ATC_M3_AL24477_C0V12_WFS_EDOF_EPD5,CAR_ATC_M3_AL24477_C0V12_WFS_EPD5,CAR_ATC_M3_AL24477_C0V12_WFS,ATC_M3_AL24477,C0V12,WFS,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_ATC_M3_AL24477_C0V12_WFS_EDOF_EPD5.zmx,c0d23f198dbeaec887c971ddfc321b4dc0861b23dc41c559a3abaffa71da7018
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_A0V12_HOA_MONO_EPD3,CAR_LB_AL2395_A0V12_HOA_EPD3,CAR_LB_AL2395_A0V12_HOA,LB_AL2395,A0V12,HOA,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_A0V12_HOA_MONO_EPD3.zmx,d312f8d7b570cd3d1acaf4e1108e71d7e9f99faf7d789e75504400419d4e798c
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_A0V12_HOA_MONO_EPD5,CAR_LB_AL2395_A0V12_HOA_EPD5,CAR_LB_AL2395_A0V12_HOA,LB_AL2395,A0V12,HOA,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_A0V12_HOA_MONO_EPD5.zmx,9a1370fafbd90fc7a1209abdff11c2b8df8dd3bfa3afb71395abe3e93f2f0d08
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_A0V12_HOA_EDOF_EPD3,CAR_LB_AL2395_A0V12_HOA_EPD3,CAR_LB_AL2395_A0V12_HOA,LB_AL2395,A0V12,HOA,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_A0V12_HOA_EDOF_EPD3.zmx,c3ab6b39bd33dc155920755e5ef0f5b3f55020100fe71c9fdf8171a59762b8a2
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_A0V12_HOA_EDOF_EPD5,CAR_LB_AL2395_A0V12_HOA_EPD5,CAR_LB_AL2395_A0V12_HOA,LB_AL2395,A0V12,HOA,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_A0V12_HOA_EDOF_EPD5.zmx,244133d4e16c3f545a830a11a6c5e85360092d00fcf6605b419d56d08cdeac25
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_A0V12_RAD_MONO_EPD3,CAR_LB_AL2395_A0V12_RAD_EPD3,CAR_LB_AL2395_A0V12_RAD,LB_AL2395,A0V12,RAD,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_A0V12_RAD_MONO_EPD3.zmx,1024ea82e4e2f9435f5c08cbe1d4e973e05b741ac3fa647b5c93559257baff8c
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_A0V12_RAD_MONO_EPD5,CAR_LB_AL2395_A0V12_RAD_EPD5,CAR_LB_AL2395_A0V12_RAD,LB_AL2395,A0V12,RAD,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_A0V12_RAD_MONO_EPD5.zmx,7f8fac024daa4c4d437300180e39b1d818806b34d232cf793db79237d83cbec3
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_A0V12_RAD_EDOF_EPD3,CAR_LB_AL2395_A0V12_RAD_EPD3,CAR_LB_AL2395_A0V12_RAD,LB_AL2395,A0V12,RAD,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_A0V12_RAD_EDOF_EPD3.zmx,e2365d4b8aa597f09098a4c4fcabb5a6f02aa9f91f05f66fc13ca170ce96782d
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_A0V12_RAD_EDOF_EPD5,CAR_LB_AL2395_A0V12_RAD_EPD5,CAR_LB_AL2395_A0V12_RAD,LB_AL2395,A0V12,RAD,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_A0V12_RAD_EDOF_EPD5.zmx,157a7c528b07fd101331616e4ecfbc3ec209fc4199313d423304c44ea30ecd32
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_A0V12_WFS_MONO_EPD3,CAR_LB_AL2395_A0V12_WFS_EPD3,CAR_LB_AL2395_A0V12_WFS,LB_AL2395,A0V12,WFS,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_A0V12_WFS_MONO_EPD3.zmx,3ec8ebe1fb61cd170873c51bd34ca69cb1936ba7bc5a31c0ca3396fab5b78c3b
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_A0V12_WFS_MONO_EPD5,CAR_LB_AL2395_A0V12_WFS_EPD5,CAR_LB_AL2395_A0V12_WFS,LB_AL2395,A0V12,WFS,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_A0V12_WFS_MONO_EPD5.zmx,139850669f4715124b13b5cacc35964003371dd32cb4acca985e75c5470d8d13
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_A0V12_WFS_EDOF_EPD3,CAR_LB_AL2395_A0V12_WFS_EPD3,CAR_LB_AL2395_A0V12_WFS,LB_AL2395,A0V12,WFS,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_A0V12_WFS_EDOF_EPD3.zmx,6f72a19b6c6b11bb4d4be4aa454e6d303627632d41f382507d48a392663bdb16
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_A0V12_WFS_EDOF_EPD5,CAR_LB_AL2395_A0V12_WFS_EPD5,CAR_LB_AL2395_A0V12_WFS,LB_AL2395,A0V12,WFS,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_A0V12_WFS_EDOF_EPD5.zmx,6dedc56546133e5f0c7a58e0a0e0a40921b0b6ceaf6f4bc824008e63a4c66f40
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_B0V12_HOA_MONO_EPD3,CAR_LB_AL2395_B0V12_HOA_EPD3,CAR_LB_AL2395_B0V12_HOA,LB_AL2395,B0V12,HOA,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_B0V12_HOA_MONO_EPD3.zmx,cd92d8e0df3658b04f6cd4410fb52e4bd725de13e9f846787fe3b3b881617de2
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_B0V12_HOA_MONO_EPD5,CAR_LB_AL2395_B0V12_HOA_EPD5,CAR_LB_AL2395_B0V12_HOA,LB_AL2395,B0V12,HOA,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_B0V12_HOA_MONO_EPD5.zmx,9dd5bbe2e833132fddc077acbb8ed8939c2a91a8fccb02389d3f1791982d62db
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_B0V12_HOA_EDOF_EPD3,CAR_LB_AL2395_B0V12_HOA_EPD3,CAR_LB_AL2395_B0V12_HOA,LB_AL2395,B0V12,HOA,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_B0V12_HOA_EDOF_EPD3.zmx,4f1de4b11516db5e0d161f86acd272fb429f19af39163468348dd16c7d52fe27
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_B0V12_HOA_EDOF_EPD5,CAR_LB_AL2395_B0V12_HOA_EPD5,CAR_LB_AL2395_B0V12_HOA,LB_AL2395,B0V12,HOA,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_B0V12_HOA_EDOF_EPD5.zmx,abe465f0c99726ec74ae58c20fc7bb8ec3c9f129c8e35cd47afb2903b6928c8c
