pair_key,mono_config_id,edof_config_id,distance_peak_retina_d,distance_peak_mtfa,mtfa_at_zero_d,dof50_width_d,tf_mtfa_mean,c40_um,c60_um,hoa_rms_um,delta_f_residual_d
CAR_ATC_M3_AL24477_A0V12_HOA_EPD3,CFG_ATC_M3_AL24477_A0V12_HOA_MONO_EPD3,CFG_ATC_M3_AL24477_A0V12_HOA_EDOF_EPD3,-0.25,-0.4185536956946011,-0.47628831489042067,0.6337709258463956,-0.08081770976479438,-0.0668769337528284,0.17091883287512713,0.1516539597004976,-0.25
CAR_ATC_M3_AL24477_A0V12_HOA_EPD5,CFG_ATC_M3_AL24477_A0V12_HOA_MONO_EPD5,CFG_ATC_M3_AL24477_A0V12_HOA_EDOF_EPD5,-0.5,-0.034302834270245,-0.1698284021132415,-0.2369904170458661,-0.023841641399094712,-0.0023835660320205287,0.015219788167739225,-0.0015969556061490864,-0.5
CAR_ATC_M3_AL24477_A0V12_RAD_EPD3,CFG_ATC_M3_AL24477_A0V12_RAD_MONO_EPD3,CFG_ATC_M3_AL24477_A0V12_RAD_EDOF_EPD3,0.0,-0.2824486408242538,-0.2824486408242538,0.14833426657952842,-0.015626204568831598,0.0044757455917068065,-0.0912790806881914,0.08567253163822651,0.0
CAR_ATC_M3_AL24477_A0V12_RAD_EPD5,CFG_ATC_M3_AL24477_A0V12_RAD_MONO_EPD5,CFG_ATC_M3_AL24477_A0V12_RAD_EDOF_EPD5,0.25,-0.06679352559038632,-0.048163939855504656,-0.01175935859748245,-0.01262842556829516,-0.12880994652992436,0.06364626976432285,0.019320580513048732,0.25
CAR_ATC_M3_AL24477_A0V12_WFS_EPD3,CFG_ATC_M3_AL24477_A0V12_WFS_MONO_EPD3,CFG_ATC_M3_AL24477_A0V12_WFS_EDOF_EPD3,0.0,-0.1666087165473641,-0.1666087165473641,0.19789552766544616,-0.01357508074958641,0.03212841212420147,-0.017429530153412583,0.03538352973285459,0.0
CAR_ATC_M3_AL24477_A0V12_WFS_EPD5,CFG_ATC_M3_AL24477_A0V12_WFS_MONO_EPD5,CFG_ATC_M3_AL24477_A0V12_WFS_EDOF_EPD5,-0.25,-0.009472174340937223,-0.0714240794053628,0.019106788926435136,-0.0077258578890832125,0.0020518459138014616,-0.009468294165005478,0.0020797725062243755,-0.25
CAR_ATC_M3_AL24477_B0V12_HOA_EPD3,CFG_ATC_M3_AL24477_B0V12_HOA_MONO_EPD3,CFG_ATC_M3_AL24477_B0V12_HOA_EDOF_EPD3,-0.25,-0.3791148774206305,-0.4391146994920586,0.7260494766816448,-0.07935782118306382,-0.06696566904827846,0.17128559130911633,0.13552983218077044,-0.25
CAR_ATC_M3_AL24477_B0V12_HOA_EPD5,CFG_ATC_M3_AL24477_B0V12_HOA_MONO_EPD5,CFG_ATC_M3_AL24477_B0V12_HOA_EDOF_EPD5,-0.5,-0.06158989830064407,-0.14168282434479232,-0.26677220460923134,-0.02258861787005148,-0.0023341700374666097,0.015269688687069806,-0.001870568747110113,-0.5
CAR_ATC_M3_AL24477_B0V12_RAD_EPD3,CFG_ATC_M3_AL24477_B0V12_RAD_MONO_EPD3,CFG_ATC_M3_AL24477_B0V12_RAD_EDOF_EPD3,0.0,-0.27007115294835055,-0.27007115294835055,0.21597009539141565,-0.018938455325106435,0.005103195986631528,-0.09112181214401328,0.07411368117459793,0.0
CAR_ATC_M3_AL24477_B0V12_RAD_EPD5,CFG_ATC_M3_AL24477_B0V12_RAD_MONO_EPD5,CFG_ATC_M3_AL24477_B0V12_RAD_EDOF_EPD5,-0.25,-0.04537692836051116,-0.059049306072253116,0.12425936609707033,-0.010459288802141031,-0.128790343409456,0.06351165266619398,-0.09310386740915365,-0.25
CAR_ATC_M3_AL24477_B0V12_WFS_EPD3,CFG_ATC_M3_AL24477_B0V12_WFS_MONO_EPD3,CFG_ATC_M3_AL24477_B0V12_WFS_EDOF_EPD3,0.0,-0.19930667921164558,-0.19930667921164558,0.4224481624578039,-0.01672940941724202,0.03218941567526731,-0.0173710517428674,0.03468649580709912,0.0
CAR_ATC_M3_AL24477_B0V12_WFS_EPD5,CFG_ATC_M3_AL24477_B0V12_WFS_MONO_EPD5,CFG_ATC_M3_AL24477_B0V12_WFS_EDOF_EPD5,-0.5,-0.007873641086847266,-0.07446479871727985,-0.025241397589875536,-0.005731542958625074,0.0020685370353895616,-0.009499391277717689,0.0021384909538174623,-0.5
CAR_ATC_M3_AL24477_C0V12_HOA_EPD3,CFG_ATC_M3_AL24477_C0V12_HOA_MONO_EPD3,CFG_ATC_M3_AL24477_C0V12_HOA_EDOF_EPD3,-0.25,-0.42883541073282067,-0.484098098991985,0.6673969355757625,-0.08135406081727377,-0.06975483943628386,0.17568413236173655,0.16060542832298502,-0.25
CAR_ATC_M3_AL24477_C0V12_HOA_EPD5,CFG_ATC_M3_AL24477_C0V12_HOA_MONO_EPD5,CFG_ATC_M3_AL24477_C0V12_HOA_EDOF_EPD5,-0.25,-0.16228992997930655,-0.21393639587082247,0.4109375479541043,-0.029003985792644446,-0.0025523951123757604,0.016077385202746458,-0.0007667855205567842,-0.25
CAR_ATC_M3_AL24477_C0V12_RAD_EPD3,CFG_ATC_M3_AL24477_C0V12_RAD_MONO_EPD3,CFG_ATC_M3_AL24477_C0V12_RAD_EDOF_EPD3,0.0,-0.28669799900251525,-0.28669799900251525,0.17962505095856296,-0.014342730341979804,0.010603889918882692,-0.09000302360358878,0.08752327824641115,0.0
CAR_ATC_M3_AL24477_C0V12_RAD_EPD5,CFG_ATC_M3_AL24477_C0V12_RAD_MONO_EPD5,CFG_ATC_M3_AL24477_C0V12_RAD_EDOF_EPD5,0.0,-0.14269645786239232,-0.14269645786239232,0.28820702601783277,-0.003179212665887665,-0.12951175582503915,0.06236366891902391,0.1270166250902937,0.0
CAR_ATC_M3_AL24477_C0V12_WFS_EPD3,CFG_ATC_M3_AL24477_C0V12_WFS_MONO_EPD3,CFG_ATC_M3_AL24477_C0V12_WFS_EDOF_EPD3,0.0,-0.15849873104882128,-0.15849873104882128,0.16591646893704026,-0.012815326357510731,0.03267905480570223,-0.016687037778669107,0.03582620998663397,0.0
CAR_ATC_M3_AL24477_C0V12_WFS_EPD5,CFG_ATC_M3_AL24477_C0V12_WFS_MONO_EPD5,CFG_ATC_M3_AL24477_C0V12_WFS_EDOF_EPD5,0.0,-0.07251655278996039,-0.07251655278996039,0.057014926748994554,-0.0027892380549395662,0.0022820753280592965,-0.009798482051022975,-0.0005434738409047513,0.0
CAR_LB_AL2395_A0V12_HOA_EPD3,CFG_LB_AL2395_A0V12_HOA_MONO_EPD3,CFG_LB_AL2395_A0V12_HOA_EDOF_EPD3,-0.25,-0.413389946013168,-0.4720166776076612,0.6592149240974534,-0.08075936482571218,-0.06689836125465413,0.1709648622198187,0.14907675233706053,-0.25
CAR_LB_AL2395_A0V12_HOA_EPD5,CFG_LB_AL2395_A0V12_HOA_MONO_EPD5,CFG_LB_AL2395_A0V12_HOA_EDOF_EPD5,-0.5,-0.04605402211448026,-0.16455178298656692,-0.28287427193774395,-0.02477800026817427,-0.0023784015241368472,0.015230942373067453,-0.0016240673480465984,-0.5
