pair_key,mono_config_id,edof_config_id,distance_peak_retina_d,distance_peak_mtfa,mtfa_at_zero_d,dof50_width_d,tf_mtfa_mean,c40_um,c60_um,hoa_rms_um,delta_f_residual_d
CAR_LB_AL2395_A0V12_RAD_EPD3,CFG_LB_AL2395_A0V12_RAD_MONO_EPD3,CFG_LB_AL2395_A0V12_RAD_EDOF_EPD3,0.0,-0.2813470211104907,-0.2813470211104907,0.1621157600160401,-0.016435041120551303,0.004852276642985688,-0.09128521097258405,0.08330533080748609,0.0
CAR_LB_AL2395_A0V12_RAD_EPD5,CFG_LB_AL2395_A0V12_RAD_MONO_EPD5,CFG_LB_AL2395_A0V12_RAD_EDOF_EPD5,0.0,-0.07009896775831481,-0.05445093201259843,0.014618322293406316,-0.013757634042261713,-0.12895468919652808,0.06355945558438221,-0.012737625089324037,0.0
CAR_LB_AL2395_A0V12_WFS_EPD3,CFG_LB_AL2395_A0V12_WFS_MONO_EPD3,CFG_LB_AL2395_A0V12_WFS_EDOF_EPD3,0.0,-0.17267822051849807,-0.17267822051849807,0.22414857096264462,-0.014544573578166575,0.03213209063441386,-0.017418973990225323,0.035190958502921144,0.0
CAR_LB_AL2395_A0V12_WFS_EPD5,CFG_LB_AL2395_A0V12_WFS_MONO_EPD5,CFG_LB_AL2395_A0V12_WFS_EDOF_EPD5,0.0,-0.024769069663862997,-0.06955727257214506,0.11324105122189909,-0.006384143713424703,0.002056105113954071,-0.009471597249207465,0.0020813558081174133,0.0
CAR_LB_AL2395_B0V12_HOA_EPD3,CFG_LB_AL2395_B0V12_HOA_MONO_EPD3,CFG_LB_AL2395_B0V12_HOA_EDOF_EPD3,-0.25,-0.37116497010186045,-0.4308597633811254,0.7346619133253438,-0.07876923691063636,-0.06698715424641803,0.17133507874272372,0.13316783163153337,-0.25
CAR_LB_AL2395_B0V12_HOA_EPD5,CFG_LB_AL2395_B0V12_HOA_MONO_EPD5,CFG_LB_AL2395_B0V12_HOA_EDOF_EPD5,-0.5,-0.061589834549492725,-0.1394594587131937,-0.22928724260127353,-0.022021497843257104,-0.002327290040708474,0.015281970380505118,-0.0018689374929447,-0.5
CAR_LB_AL2395_B0V12_RAD_EPD3,CFG_LB_AL2395_B0V12_RAD_MONO_EPD3,CFG_LB_AL2395_B0V12_RAD_EDOF_EPD3,0.0,-0.2664983198140893,-0.2664983198140893,0.24561278602578462,-0.01942221044911946,0.005481388090990292,-0.09112579245696083,0.0723028908850761,0.0
CAR_LB_AL2395_B0V12_RAD_EPD5,CFG_LB_AL2395_B0V12_RAD_MONO_EPD5,CFG_LB_AL2395_B0V12_RAD_EDOF_EPD5,-0.25,-0.04464522642525878,-0.07019181106412048,0.19842133720685795,-0.011997908217947093,-0.1289336919250601,0.06342388864131379,-0.10045237241551082,-0.25
CAR_LB_AL2395_B0V12_WFS_EPD3,CFG_LB_AL2395_B0V12_WFS_MONO_EPD3,CFG_LB_AL2395_B0V12_WFS_EDOF_EPD3,0.0,-0.20441490933567424,-0.20441490933567424,0.4597038588324205,-0.016955155218166096,0.032195325337943434,-0.017358033929437452,0.0346015845266054,0.0
CAR_LB_AL2395_B0V12_WFS_EPD5,CFG_LB_AL2395_B0V12_WFS_MONO_EPD5,CFG_LB_AL2395_B0V12_WFS_EDOF_EPD5,-0.5,-0.014780660373314658,-0.07553032103276525,0.03986150601860716,-0.005584221749098922,0.00207325263322794,-0.009503643978649846,0.002132495556087105,-0.5
CAR_LB_AL2395_C0V12_HOA_EPD3,CFG_LB_AL2395_C0V12_HOA_MONO_EPD3,CFG_LB_AL2395_C0V12_HOA_EDOF_EPD3,-0.25,-0.4247132929270181,-0.4803412962759928,0.6921668958311665,-0.0812142356742838,-0.06978107255451341,0.17573075591230747,0.1584343178994884,-0.25
CAR_LB_AL2395_C0V12_HOA_EPD5,CFG_LB_AL2395_C0V12_HOA_MONO_EPD5,CFG_LB_AL2395_C0V12_HOA_EDOF_EPD5,-0.25,-0.13441093368364196,-0.20461679478754688,-0.04214586679112198,-0.02977139083134428,-0.0025516825431965984,0.016081964700345237,-0.0010164269303682694,-0.25
CAR_LB_AL2395_C0V12_RAD_EPD3,CFG_LB_AL2395_C0V12_RAD_MONO_EPD3,CFG_LB_AL2395_C0V12_RAD_EDOF_EPD3,0.0,-0.28664361829955537,-0.28664361829955537,0.19597235794474366,-0.015054364720577834,0.010991824761287374,-0.08998127036433275,0.08578504082602861,0.0
CAR_LB_AL2395_C0V12_RAD_EPD5,CFG_LB_AL2395_C0V12_RAD_MONO_EPD5,CFG_LB_AL2395_C0V12_RAD_EDOF_EPD5,0.0,-0.14747505530725896,-0.14747505530725896,0.302869338290417,-0.0038901164263761556,-0.12964724435622899,0.06227076710366755,0.12696146134012182,0.0
CAR_LB_AL2395_C0V12_WFS_EPD3,CFG_LB_AL2395_C0V12_WFS_MONO_EPD3,CFG_LB_AL2395_C0V12_WFS_EDOF_EPD3,0.0,-0.16432744415828976,-0.16432744415828976,0.18667668973713647,-0.013616436806303645,0.032683364516432105,-0.016675145941254348,0.03566861010967695,0.0
CAR_LB_AL2395_C0V12_WFS_EPD5,CFG_LB_AL2395_C0V12_WFS_MONO_EPD5,CFG_LB_AL2395_C0V12_WFS_EDOF_EPD5,0.0,-0.07712468236143594,-0.07712468236143594,0.08481423922868103,-0.003168846645651688,0.0022865260613478267,-0.009801984003854014,-0.0004237179513411071,0.0
