config_id,pair_key,base_id,cornea_id,platform_id,pupil_mm,optic_state,defocus_d,mtf30_cpd
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-1.0,0.006410341931470366
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-1.125,0.03872213331803903
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-1.25,0.027065325760627847
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-1.375,0.04922034088729476
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-1.5,0.0031911844202418137
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-1.625,0.148891991552791
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-1.75,0.2590326152528148
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-1.875,0.21695760258833924
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-2.0,0.023540821053308677
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-2.125,0.0437808997977968
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-2.25,0.01497936212800019
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-2.375,0.028090045754954912
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-2.5,0.000546672672903746
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-2.625,0.004590246348341341
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-2.75,0.005314554130920067
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-2.875,0.006849268103550128
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-3.0,0.002732903517839474
