config_id,pair_key,base_id,cornea_id,platform_id,pupil_mm,optic_state,defocus_d,mtf30_cpd
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,3.0,EDOF,-3.625,0.0010369038011208411
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,3.0,EDOF,-3.75,0.0036132429810422457
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,3.0,EDOF,-3.875,0.0011492371116046446
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,3.0,EDOF,-4.0,0.002804796611494325
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,3.0,EDOF,-4.125,0.001393219338360105
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,3.0,EDOF,-4.25,0.001414902265999063
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,3.0,EDOF,-4.375,0.0024903054364390984
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,3.0,EDOF,-4.5,0.001046585139272209
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,3.0,EDOF,-4.625,0.0027338420241224894
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,3.0,EDOF,-4.75,0.0004090690004816232
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,3.0,EDOF,-4.875,0.003048488673307245
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,3.0,EDOF,-5.0,0.0004609721150961993
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,1.0,0.0010970547661382356
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,0.875,0.0013120353525232276
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,0.75,0.0023104875645740277
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,0.625,0.0017942552607982138
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,0.5,0.0047979584532578615
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,0.375,0.012087340662043766
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,0.25,0.04871347952820403
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,0.125,0.11486166774372468
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,0.0,0.21615686651202037
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-0.125,0.24025753677003908
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-0.25,0.13601380872788643
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-0.375,0.0027448027451773336
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-0.5,0.03150738838542855
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-0.625,0.1563550588231843
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-0.75,0.02767952949616793
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-0.875,5.381155883401001e-05
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-1.0,0.06190811324963854
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-1.125,0.023488650418771614
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-1.25,0.0013861369487386064
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-1.375,0.028879911142120473
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-1.5,0.03957142134887816
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-1.625,0.04320374208373502
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-1.75,0.039033632311135456
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-1.875,0.03250316424948917
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-2.0,0.023396169257942693
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-2.125,0.01781718333648822
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-2.25,0.01234483836899445
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-2.375,0.00955900480787417
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-2.5,0.007243718095306717
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-2.625,0.006143970221330347
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-2.75,0.004528564185835977
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-2.875,0.0033327442060778114
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-3.0,0.0032545229177024355
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-3.125,0.004193769402387873
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-3.25,0.0043661990091046305
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-3.375,0.003665871485885743
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-3.5,0.003659348182614364
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-3.625,0.0036080616460847244
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-3.75,0.0036384410067260235
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-3.875,0.0029488774876574642
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-4.0,0.0023937041107974467
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-4.125,0.0034169632043309773
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-4.25,0.0027214171975708467
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-4.375,0.003740555627544161
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-4.5,0.002411291674354546
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-4.625,0.0034595024896067216
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-4.75,0.002104728018389929
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-4.875,0.002094871466516063
R8_R6_LB_AL2395_N0_WFS_MONO_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,MONO,-5.0,0.0018752126857619117
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,EDOF,1.0,0.007454851397034216
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,EDOF,0.875,0.017588008176866007
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,EDOF,0.75,0.03197472134113691
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,EDOF,0.625,0.03255730030736903
R8_R6_LB_AL2395_N0_WFS_EDOF_EPD5,R6_LB_AL2395_N0_WFS_EPD5,LB_AL2395,N0,WFS,5.0,EDOF,0.5,0.03405245202517152
