platform_id,cycle,power_d,radius_mm,q,target_sa_um,replay_sa_um,replay_error_um,replay_powp_delta_d,actual_eye_vergence_shift_d,recheck_required
WFS,1,25.47664933274738,9.691751469139794,-4.0,-0.2,-0.20039416678336214,-0.0003941667833621265,-0.00039840700253535033,-0.0041012985449153105,False
RAD,1,25.587058690007545,9.649746242126184,-5.75,-0.27,-0.2693770615875419,0.0006229384124581405,-0.0005801999446788386,0.0112388186711751,False
