run_id,config_id,pair_key,base_id,cornea_id,platform_id,optic_state,pupil_mm,defocus_retina_d,defocus_shape_d,mtfa,mtf10,mtf20,mtf30,mtf40,mtf50,mtf60
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-3.125,-3.125,0.027207634454857986,0.012878657729523412,0.006943562677345968,0.0031136688641147598,0.001265294139777759,0.0016315346202405061,0.0014570317857405886
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-3.25,-3.25,0.026767543418563466,0.021180292457992855,0.00031010007681832823,0.003099545467623372,0.001595533650106154,0.002011634659962177,0.000491321314118874
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-3.375,-3.375,0.02600818524426923,0.018506399023109257,0.007136040306417662,0.0012401340892766442,0.0015312636461399113,0.0007913590959365702,0.002094457474562857
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-3.5,-3.5,0.02536933053611411,0.007395665291404584,0.003891930370849006,0.0034691939916463473,0.0018693744382769946,0.001130618575565349,6.755486242413182e-05
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-3.625,-3.625,0.024770572869265813,0.0060334870478921734,0.004360232370809846,0.0002559439786058647,0.002089741228913138,0.001293228232071947,0.0014342368188250177
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-3.75,-3.75,0.02405668152359513,0.015262802510510858,0.005953655423877743,0.0037784913976464684,0.00031757972377699614,0.00028454226546003155,0.0010762129923140768
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-3.875,-3.875,0.022922911474910164,0.016421007911265936,0.0009153464796147686,0.0001899185663463516,0.0021726309182479994,0.0018749128782222402,0.0007280244413524952
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-4.0,-4.0,0.022413625809838314,0.009816527320286374,0.006402630677605316,0.0031334481535583913,0.0011974124360597874,0.0010364617971908127,0.001510854393306487
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-4.125,-4.125,0.02208419972197174,0.0006151152732174576,0.0032174074796863968,0.00016264355588294435,0.0018018142476563907,0.0015396946030732303,5.331704058348571e-05
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-4.25,-4.25,0.02139712194406702,0.009509947889793788,0.0037047033917634218,0.0013527216143318214,0.0012739819413593815,0.001433377253701105,0.0011674889849940236
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-4.375,-4.375,0.020830419945406766,0.012749612374847988,0.004849975980126602,0.001590950203468423,6.021049810222825e-05,3.247545028060222e-05,0.0012698996116703332
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-4.5,-4.5,0.020417816201690274,0.009309452339151049,0.0006612613008626009,0.0013440852159097181,0.0011002785550280217,0.0013155850562667666,0.0013275573672328971
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-4.625,-4.625,0.019734409433266525,0.001470926415364482,0.004715764998239317,0.002158771867867962,0.0015001070420130617,0.001311581218785209,0.0010086767920854313
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-4.75,-4.75,0.019183071816252305,0.006570129201012041,0.0020972059524432293,0.00119378392803652,0.0006407868473122727,0.0008103057409265771,8.493095469067993e-05
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-4.875,-4.875,0.01864495090688261,0.010900429636845033,0.002710945300849928,0.0022000751847442873,0.0018586185781778056,0.0012301833830625079,0.0012942143160248635
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_MONO_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,MONO,3.0,-5.0,-5.0,0.017940452403232075,0.009762842266798594,0.0027256535538862188,0.0007239151178529752,0.0006490195429436011,0.0007421767082487327,0.0006781037219990746
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,1.0,1.0,0.09713708020101433,0.1119140335967132,0.006986485422561551,0.031748232540226407,0.03871678942537776,0.015655435215519927,0.014884325128914681
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,0.875,0.875,0.1111797680412491,0.06781218881455474,0.06519959902429738,0.041866742275066586,0.03281495017973673,0.020172624004785505,0.009197333767156785
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,0.75,0.75,0.12867667301652572,0.0518056914980032,0.14738835248842705,0.0678753565940438,0.026409221035686815,0.0021024072698063567,0.015922127850351856
