pair_key,mono_config_id,edof_config_id,base_id,cornea_id,platform_id,platform_label,pupil_mm,pupil_label,delta_dof50_width_d,delta_distance_peak_mtfa,delta_mtfa_at_zero_d,delta_tf_mtfa_mean,delta_c40_um,delta_c60_um,delta_hoa_rms_um,delta_f_residual_d,dof50_effect_status,pair_dof50_censored,mono_dof50_censored,edof_dof50_censored,pair_peak_censored,mono_peak_censored,edof_peak_censored
CAR_ATC_M3_AL24477_B0_WFS_EPD3,CFG_ATC_M3_AL24477_B0_WFS_MONO_EPD3,CFG_ATC_M3_AL24477_B0_WFS_EDOF_EPD3,ATC_M3_AL24477,B0,WFS,WFS-like,3.0,EPD3,0.43154308895128835,-0.20085137862327396,-0.20085137862327396,-0.01639569078289868,0.03215663687033678,-0.017412913569052415,0.03467416736291662,0.0,lower_bound,True,False,True,False,False,False
CAR_ATC_M3_AL24477_B0_WFS_EPD5,CFG_ATC_M3_AL24477_B0_WFS_MONO_EPD5,CFG_ATC_M3_AL24477_B0_WFS_EDOF_EPD5,ATC_M3_AL24477,B0,WFS,WFS-like,5.0,EPD5,-0.021138318809580614,-0.012650645300206237,-0.07628715161448688,-0.005977304969456768,0.0020546271631868007,-0.009479618498288853,0.002121461604612712,-0.5,exact,False,False,False,True,False,True
CAR_ATC_M3_AL24477_C0_HOA_EPD3,CFG_ATC_M3_AL24477_C0_HOA_MONO_EPD3,CFG_ATC_M3_AL24477_C0_HOA_EDOF_EPD3,ATC_M3_AL24477,C0,HOA,HOA-like,3.0,EPD3,0.6580654150404903,-0.4290994417820754,-0.48549899988954714,-0.08157799946613863,-0.06956866473792944,0.1753959036209179,0.160233474696283,-0.25,exact,False,False,False,False,False,False
CAR_ATC_M3_AL24477_C0_HOA_EPD5,CFG_ATC_M3_AL24477_C0_HOA_MONO_EPD5,CFG_ATC_M3_AL24477_C0_HOA_EDOF_EPD5,ATC_M3_AL24477,C0,HOA,HOA-like,5.0,EPD5,0.3921003806995236,-0.15672731563640332,-0.21088101410783228,-0.02911644964254942,-0.002544872067294729,0.0160320826246809,-0.0007718394673958684,-0.25,lower_bound,True,False,True,False,False,False
CAR_ATC_M3_AL24477_C0_RAD_EPD3,CFG_ATC_M3_AL24477_C0_RAD_MONO_EPD3,CFG_ATC_M3_AL24477_C0_RAD_EDOF_EPD3,ATC_M3_AL24477,C0,RAD,RAD-like,3.0,EPD3,0.21343965721093272,-0.28731689734479293,-0.28731689734479293,-0.014339409747280318,0.010216711114142013,-0.09009816508899762,0.0872575128195732,0.0,exact,False,False,False,False,False,False
CAR_ATC_M3_AL24477_C0_RAD_EPD5,CFG_ATC_M3_AL24477_C0_RAD_MONO_EPD5,CFG_ATC_M3_AL24477_C0_RAD_EDOF_EPD5,ATC_M3_AL24477,C0,RAD,RAD-like,5.0,EPD5,0.29018118206164023,-0.14119605523504555,-0.14119605523504555,-0.003229553919991565,-0.12948622729997078,0.062457049715973614,0.12694598487693903,0.0,lower_bound,True,False,True,False,False,False
CAR_ATC_M3_AL24477_C0_WFS_EPD3,CFG_ATC_M3_AL24477_C0_WFS_MONO_EPD3,CFG_ATC_M3_AL24477_C0_WFS_EDOF_EPD3,ATC_M3_AL24477,C0,WFS,WFS-like,3.0,EPD3,0.16455442888910343,-0.15813090135662494,-0.15813090135662494,-0.013159081188639732,0.032645031601866464,-0.016733374878949252,0.03577810166393786,0.0,exact,False,False,False,False,False,False
CAR_ATC_M3_AL24477_C0_WFS_EPD5,CFG_ATC_M3_AL24477_C0_WFS_MONO_EPD5,CFG_ATC_M3_AL24477_C0_WFS_EDOF_EPD5,ATC_M3_AL24477,C0,WFS,WFS-like,5.0,EPD5,0.059542799889748976,-0.07330709640403593,-0.07330709640403593,-0.002952080961290668,0.0022675215453784037,-0.009777836056028964,-0.0005053533496393592,0.0,exact,False,False,False,False,False,False
CAR_LB_AL2395_A0_HOA_EPD3,CFG_LB_AL2395_A0_HOA_MONO_EPD3,CFG_LB_AL2395_A0_HOA_EDOF_EPD3,LB_AL2395,A0,HOA,HOA-like,3.0,EPD3,0.658853249955086,-0.41239629529738836,-0.4704672337234686,-0.08054945583238897,-0.06673801530255645,0.17067648445775116,0.1486784189698034,-0.25,exact,False,False,False,False,False,False
CAR_LB_AL2395_A0_HOA_EPD5,CFG_LB_AL2395_A0_HOA_MONO_EPD5,CFG_LB_AL2395_A0_HOA_EDOF_EPD5,LB_AL2395,A0,HOA,HOA-like,5.0,EPD5,-0.2771848338638607,-0.04703379953210418,-0.16490398055265532,-0.02464627996551942,-0.0023664699534458322,0.01516865905374139,-0.0016181462434495253,-0.5,exact,False,False,False,True,False,True
CAR_LB_AL2395_A0_RAD_EPD3,CFG_LB_AL2395_A0_RAD_MONO_EPD3,CFG_LB_AL2395_A0_RAD_EDOF_EPD3,LB_AL2395,A0,RAD,RAD-like,3.0,EPD3,0.15429321799730156,-0.2804791394529647,-0.2804791394529647,-0.016594857556905707,0.004490109173605443,-0.09135066532078166,0.08291994240371794,0.0,exact,False,False,False,False,False,False
CAR_LB_AL2395_A0_RAD_EPD5,CFG_LB_AL2395_A0_RAD_MONO_EPD5,CFG_LB_AL2395_A0_RAD_EDOF_EPD5,LB_AL2395,A0,RAD,RAD-like,5.0,EPD5,0.004893083066262571,-0.06401509689901858,-0.051901027176663284,-0.013696777720294373,-0.1289288749544834,0.0636422213884589,-0.017176847115269636,0.0,exact,False,False,False,False,False,False
CAR_LB_AL2395_A0_WFS_EPD3,CFG_LB_AL2395_A0_WFS_MONO_EPD3,CFG_LB_AL2395_A0_WFS_EDOF_EPD3,LB_AL2395,A0,WFS,WFS-like,3.0,EPD3,0.23855045967370203,-0.175220747112866,-0.175220747112866,-0.01414759571244481,0.03209937220406888,-0.017460552900824506,0.0351839025338321,0.0,exact,False,False,False,False,False,False
CAR_LB_AL2395_A0_WFS_EPD5,CFG_LB_AL2395_A0_WFS_MONO_EPD5,CFG_LB_AL2395_A0_WFS_EDOF_EPD5,LB_AL2395,A0,WFS,WFS-like,5.0,EPD5,0.07713733866851724,-0.01797405425210097,-0.07189930191598903,-0.007183415561235237,0.002042177044451754,-0.009451782831084669,0.002063078604198215,-0.25,exact,False,False,False,False,False,False
CAR_LB_AL2395_B0_HOA_EPD3,CFG_LB_AL2395_B0_HOA_MONO_EPD3,CFG_LB_AL2395_B0_HOA_EDOF_EPD3,LB_AL2395,B0,HOA,HOA-like,3.0,EPD3,0.7306146094449637,-0.3702343428668241,-0.4298378917303094,-0.07864398538982333,-0.06682707489613057,0.17104545000733754,0.1327633661151129,-0.25,exact,False,False,False,False,False,False
CAR_LB_AL2395_B0_HOA_EPD5,CFG_LB_AL2395_B0_HOA_MONO_EPD5,CFG_LB_AL2395_B0_HOA_EDOF_EPD5,LB_AL2395,B0,HOA,HOA-like,5.0,EPD5,-0.22808406953899496,-0.061510975264965184,-0.13935951082537168,-0.02196742687306248,-0.002315077248000008,0.015218908406198531,-0.0018601672347045572,-0.5,exact,False,False,False,True,False,True
CAR_LB_AL2395_B0_RAD_EPD3,CFG_LB_AL2395_B0_RAD_MONO_EPD3,CFG_LB_AL2395_B0_RAD_EDOF_EPD3,LB_AL2395,B0,RAD,RAD-like,3.0,EPD3,0.2208726097671596,-0.26549784183213937,-0.26549784183213937,-0.01936669249967718,0.005122886211233503,-0.09119114566714659,0.07243210192117078,0.0,exact,False,False,False,False,False,False
CAR_LB_AL2395_B0_RAD_EPD5,CFG_LB_AL2395_B0_RAD_MONO_EPD5,CFG_LB_AL2395_B0_RAD_EDOF_EPD5,LB_AL2395,B0,RAD,RAD-like,5.0,EPD5,0.17176417922394438,-0.0440904337425001,-0.06827992602445351,-0.011978843878453313,-0.12890611518244618,0.06350710484723625,-0.09984820372281167,-0.5,exact,False,False,False,True,False,True
CAR_LB_AL2395_B0_WFS_EPD3,CFG_LB_AL2395_B0_WFS_MONO_EPD3,CFG_LB_AL2395_B0_WFS_EDOF_EPD3,LB_AL2395,B0,WFS,WFS-like,3.0,EPD3,0.46237516440675397,-0.20422638997176878,-0.20422638997176878,-0.017177296151305532,0.03216014629175977,-0.017402582015376436,0.034559821549213186,0.0,lower_bound,True,False,True,False,False,False
CAR_LB_AL2395_B0_WFS_EPD5,CFG_LB_AL2395_B0_WFS_MONO_EPD5,CFG_LB_AL2395_B0_WFS_EDOF_EPD5,LB_AL2395,B0,WFS,WFS-like,5.0,EPD5,0.033736090170452426,-0.013107720768932574,-0.07427675680581336,-0.005275971289445305,0.0020587962884477395,-0.009482825893972292,0.0021215163772139167,-0.5,exact,False,False,False,True,False,True
CAR_LB_AL2395_C0_HOA_EPD3,CFG_LB_AL2395_C0_HOA_MONO_EPD3,CFG_LB_AL2395_C0_HOA_EDOF_EPD3,LB_AL2395,C0,HOA,HOA-like,3.0,EPD3,0.6833421956399804,-0.4250427918906763,-0.4818660768490807,-0.0814465446947674,-0.06959478166093046,0.1754423819835383,0.15803647727989004,-0.25,exact,False,False,False,False,False,False
CAR_LB_AL2395_C0_HOA_EPD5,CFG_LB_AL2395_C0_HOA_MONO_EPD5,CFG_LB_AL2395_C0_HOA_EDOF_EPD5,LB_AL2395,C0,HOA,HOA-like,5.0,EPD5,-0.0973692610952116,-0.12913343565583169,-0.20222190859684241,-0.02988931838693961,-0.002544183940994843,0.016036632940365093,-0.001025270769777098,-0.25,exact,False,False,False,False,False,False
CAR_LB_AL2395_C0_RAD_EPD3,CFG_LB_AL2395_C0_RAD_MONO_EPD3,CFG_LB_AL2395_C0_RAD_EDOF_EPD3,LB_AL2395,C0,RAD,RAD-like,3.0,EPD3,0.16606231014241846,-0.2850816182706487,-0.2850816182706487,-0.015206881819532392,0.010633763003300156,-0.09006896174953198,0.08564187914387575,0.0,exact,False,False,False,False,False,False
CAR_LB_AL2395_C0_RAD_EPD5,CFG_LB_AL2395_C0_RAD_MONO_EPD5,CFG_LB_AL2395_C0_RAD_EDOF_EPD5,LB_AL2395,C0,RAD,RAD-like,5.0,EPD5,0.30174584374559954,-0.14843847065595353,-0.14843847065595353,-0.003924344371776328,-0.12962313591631652,0.062357385650365596,0.1269205847857443,0.0,lower_bound,True,False,True,False,False,False
CAR_LB_AL2395_C0_WFS_EPD3,CFG_LB_AL2395_C0_WFS_MONO_EPD3,CFG_LB_AL2395_C0_WFS_EDOF_EPD3,LB_AL2395,C0,WFS,WFS-like,3.0,EPD3,0.1840766714682902,-0.16325970877982876,-0.16325970877982876,-0.013861482159051447,0.0326494424891761,-0.016721546925224436,0.035634384933988156,0.0,exact,False,False,False,False,False,False
CAR_LB_AL2395_C0_WFS_EPD5,CFG_LB_AL2395_C0_WFS_MONO_EPD5,CFG_LB_AL2395_C0_WFS_EDOF_EPD5,LB_AL2395,C0,WFS,WFS-like,5.0,EPD5,0.10006455986694796,-0.07658858381834222,-0.07658858381834222,-0.0032233384532473763,0.002271918972428011,-0.009781347946739363,-0.0003950393323495227,0.0,exact,False,False,False,False,False,False
