contrast_type,outcome,label,base_id,cornea_id,platform_id,pupil_mm,value,bound_status,lower_bound,upper_bound,source_pair_keys,source_dof50_statuses,source_peak_censored
platform,delta_dof50_width_d,WFS-RAD,LB_AL2395,A0,,3.0,0.08425724167640047,exact,0.08425724167640047,0.08425724167640047,"[""CAR_LB_AL2395_A0_WFS_EPD3"",""CAR_LB_AL2395_A0_RAD_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,WFS-HOA,LB_AL2395,A0,,3.0,-0.42030279028138395,exact,-0.42030279028138395,-0.42030279028138395,"[""CAR_LB_AL2395_A0_WFS_EPD3"",""CAR_LB_AL2395_A0_HOA_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,RAD-HOA,LB_AL2395,A0,,3.0,-0.5045600319577844,exact,-0.5045600319577844,-0.5045600319577844,"[""CAR_LB_AL2395_A0_RAD_EPD3"",""CAR_LB_AL2395_A0_HOA_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,WFS-RAD,LB_AL2395,A0,,5.0,0.07224425560225467,exact,0.07224425560225467,0.07224425560225467,"[""CAR_LB_AL2395_A0_WFS_EPD5"",""CAR_LB_AL2395_A0_RAD_EPD5""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,WFS-HOA,LB_AL2395,A0,,5.0,0.35432217253237797,exact,0.35432217253237797,0.35432217253237797,"[""CAR_LB_AL2395_A0_WFS_EPD5"",""CAR_LB_AL2395_A0_HOA_EPD5""]","[""exact"",""exact""]",True
platform,delta_dof50_width_d,RAD-HOA,LB_AL2395,A0,,5.0,0.2820779169301233,exact,0.2820779169301233,0.2820779169301233,"[""CAR_LB_AL2395_A0_RAD_EPD5"",""CAR_LB_AL2395_A0_HOA_EPD5""]","[""exact"",""exact""]",True
platform,delta_dof50_width_d,WFS-RAD,LB_AL2395,B0,,3.0,0.24150255463959436,lower_bound,0.24150255463959436,,"[""CAR_LB_AL2395_B0_WFS_EPD3"",""CAR_LB_AL2395_B0_RAD_EPD3""]","[""lower_bound"",""exact""]",False
platform,delta_dof50_width_d,WFS-HOA,LB_AL2395,B0,,3.0,-0.26823944503820973,lower_bound,-0.26823944503820973,,"[""CAR_LB_AL2395_B0_WFS_EPD3"",""CAR_LB_AL2395_B0_HOA_EPD3""]","[""lower_bound"",""exact""]",False
platform,delta_dof50_width_d,RAD-HOA,LB_AL2395,B0,,3.0,-0.5097419996778041,exact,-0.5097419996778041,-0.5097419996778041,"[""CAR_LB_AL2395_B0_RAD_EPD3"",""CAR_LB_AL2395_B0_HOA_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,WFS-RAD,LB_AL2395,B0,,5.0,-0.13802808905349195,exact,-0.13802808905349195,-0.13802808905349195,"[""CAR_LB_AL2395_B0_WFS_EPD5"",""CAR_LB_AL2395_B0_RAD_EPD5""]","[""exact"",""exact""]",True
platform,delta_dof50_width_d,WFS-HOA,LB_AL2395,B0,,5.0,0.2618201597094474,exact,0.2618201597094474,0.2618201597094474,"[""CAR_LB_AL2395_B0_WFS_EPD5"",""CAR_LB_AL2395_B0_HOA_EPD5""]","[""exact"",""exact""]",True
platform,delta_dof50_width_d,RAD-HOA,LB_AL2395,B0,,5.0,0.39984824876293934,exact,0.39984824876293934,0.39984824876293934,"[""CAR_LB_AL2395_B0_RAD_EPD5"",""CAR_LB_AL2395_B0_HOA_EPD5""]","[""exact"",""exact""]",True
platform,delta_dof50_width_d,WFS-RAD,LB_AL2395,C0,,3.0,0.018014361325871753,exact,0.018014361325871753,0.018014361325871753,"[""CAR_LB_AL2395_C0_WFS_EPD3"",""CAR_LB_AL2395_C0_RAD_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,WFS-HOA,LB_AL2395,C0,,3.0,-0.49926552417169023,exact,-0.49926552417169023,-0.49926552417169023,"[""CAR_LB_AL2395_C0_WFS_EPD3"",""CAR_LB_AL2395_C0_HOA_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,RAD-HOA,LB_AL2395,C0,,3.0,-0.517279885497562,exact,-0.517279885497562,-0.517279885497562,"[""CAR_LB_AL2395_C0_RAD_EPD3"",""CAR_LB_AL2395_C0_HOA_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,WFS-RAD,LB_AL2395,C0,,5.0,-0.20168128387865158,upper_bound,,-0.20168128387865158,"[""CAR_LB_AL2395_C0_WFS_EPD5"",""CAR_LB_AL2395_C0_RAD_EPD5""]","[""exact"",""lower_bound""]",False
platform,delta_dof50_width_d,WFS-HOA,LB_AL2395,C0,,5.0,0.19743382096215956,exact,0.19743382096215956,0.19743382096215956,"[""CAR_LB_AL2395_C0_WFS_EPD5"",""CAR_LB_AL2395_C0_HOA_EPD5""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,RAD-HOA,LB_AL2395,C0,,5.0,0.39911510484081114,lower_bound,0.39911510484081114,,"[""CAR_LB_AL2395_C0_RAD_EPD5"",""CAR_LB_AL2395_C0_HOA_EPD5""]","[""lower_bound"",""exact""]",False
platform,delta_dof50_width_d,WFS-RAD,ATC_M3_AL24477,A0,,3.0,0.023759916260547964,exact,0.023759916260547964,0.023759916260547964,"[""CAR_ATC_M3_AL24477_A0_WFS_EPD3"",""CAR_ATC_M3_AL24477_A0_RAD_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,WFS-HOA,ATC_M3_AL24477,A0,,3.0,-0.43922224276909816,exact,-0.43922224276909816,-0.43922224276909816,"[""CAR_ATC_M3_AL24477_A0_WFS_EPD3"",""CAR_ATC_M3_AL24477_A0_HOA_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,RAD-HOA,ATC_M3_AL24477,A0,,3.0,-0.4629821590296461,exact,-0.4629821590296461,-0.4629821590296461,"[""CAR_ATC_M3_AL24477_A0_RAD_EPD3"",""CAR_ATC_M3_AL24477_A0_HOA_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,WFS-RAD,ATC_M3_AL24477,A0,,5.0,-0.06055831590964922,exact,-0.06055831590964922,-0.06055831590964922,"[""CAR_ATC_M3_AL24477_A0_WFS_EPD5"",""CAR_ATC_M3_AL24477_A0_RAD_EPD5""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,WFS-HOA,ATC_M3_AL24477,A0,,5.0,0.27600250384807623,exact,0.27600250384807623,0.27600250384807623,"[""CAR_ATC_M3_AL24477_A0_WFS_EPD5"",""CAR_ATC_M3_AL24477_A0_HOA_EPD5""]","[""exact"",""exact""]",True
platform,delta_dof50_width_d,RAD-HOA,ATC_M3_AL24477,A0,,5.0,0.33656081975772545,exact,0.33656081975772545,0.33656081975772545,"[""CAR_ATC_M3_AL24477_A0_RAD_EPD5"",""CAR_ATC_M3_AL24477_A0_HOA_EPD5""]","[""exact"",""exact""]",True
platform,delta_dof50_width_d,WFS-RAD,ATC_M3_AL24477,B0,,3.0,0.21883166338933047,lower_bound,0.21883166338933047,,"[""CAR_ATC_M3_AL24477_B0_WFS_EPD3"",""CAR_ATC_M3_AL24477_B0_RAD_EPD3""]","[""lower_bound"",""exact""]",False
platform,delta_dof50_width_d,WFS-HOA,ATC_M3_AL24477,B0,,3.0,-0.29363883716930006,lower_bound,-0.29363883716930006,,"[""CAR_ATC_M3_AL24477_B0_WFS_EPD3"",""CAR_ATC_M3_AL24477_B0_HOA_EPD3""]","[""lower_bound"",""exact""]",False
platform,delta_dof50_width_d,RAD-HOA,ATC_M3_AL24477,B0,,3.0,-0.5124705005586305,exact,-0.5124705005586305,-0.5124705005586305,"[""CAR_ATC_M3_AL24477_B0_RAD_EPD3"",""CAR_ATC_M3_AL24477_B0_HOA_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,WFS-RAD,ATC_M3_AL24477,B0,,5.0,-0.15746306234082375,exact,-0.15746306234082375,-0.15746306234082375,"[""CAR_ATC_M3_AL24477_B0_WFS_EPD5"",""CAR_ATC_M3_AL24477_B0_RAD_EPD5""]","[""exact"",""exact""]",True
platform,delta_dof50_width_d,WFS-HOA,ATC_M3_AL24477,B0,,5.0,0.2439070269878416,exact,0.2439070269878416,0.2439070269878416,"[""CAR_ATC_M3_AL24477_B0_WFS_EPD5"",""CAR_ATC_M3_AL24477_B0_HOA_EPD5""]","[""exact"",""exact""]",True
platform,delta_dof50_width_d,RAD-HOA,ATC_M3_AL24477,B0,,5.0,0.40137008932866536,exact,0.40137008932866536,0.40137008932866536,"[""CAR_ATC_M3_AL24477_B0_RAD_EPD5"",""CAR_ATC_M3_AL24477_B0_HOA_EPD5""]","[""exact"",""exact""]",True
platform,delta_dof50_width_d,WFS-RAD,ATC_M3_AL24477,C0,,3.0,-0.04888522832182929,exact,-0.04888522832182929,-0.04888522832182929,"[""CAR_ATC_M3_AL24477_C0_WFS_EPD3"",""CAR_ATC_M3_AL24477_C0_RAD_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,WFS-HOA,ATC_M3_AL24477,C0,,3.0,-0.4935109861513869,exact,-0.4935109861513869,-0.4935109861513869,"[""CAR_ATC_M3_AL24477_C0_WFS_EPD3"",""CAR_ATC_M3_AL24477_C0_HOA_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,RAD-HOA,ATC_M3_AL24477,C0,,3.0,-0.4446257578295576,exact,-0.4446257578295576,-0.4446257578295576,"[""CAR_ATC_M3_AL24477_C0_RAD_EPD3"",""CAR_ATC_M3_AL24477_C0_HOA_EPD3""]","[""exact"",""exact""]",False
platform,delta_dof50_width_d,WFS-RAD,ATC_M3_AL24477,C0,,5.0,-0.23063838217189125,upper_bound,,-0.23063838217189125,"[""CAR_ATC_M3_AL24477_C0_WFS_EPD5"",""CAR_ATC_M3_AL24477_C0_RAD_EPD5""]","[""exact"",""lower_bound""]",False
platform,delta_dof50_width_d,WFS-HOA,ATC_M3_AL24477,C0,,5.0,-0.3325575808097746,upper_bound,,-0.3325575808097746,"[""CAR_ATC_M3_AL24477_C0_WFS_EPD5"",""CAR_ATC_M3_AL24477_C0_HOA_EPD5""]","[""exact"",""lower_bound""]",False
platform,delta_dof50_width_d,RAD-HOA,ATC_M3_AL24477,C0,,5.0,-0.10191919863788335,indeterminate,,,"[""CAR_ATC_M3_AL24477_C0_RAD_EPD5"",""CAR_ATC_M3_AL24477_C0_HOA_EPD5""]","[""lower_bound"",""lower_bound""]",False
cornea,delta_dof50_width_d,B0-A0,LB_AL2395,,WFS,3.0,0.22382470473305194,lower_bound,0.22382470473305194,,"[""CAR_LB_AL2395_B0_WFS_EPD3"",""CAR_LB_AL2395_A0_WFS_EPD3""]","[""lower_bound"",""exact""]",False
cornea,delta_dof50_width_d,C0-A0,LB_AL2395,,WFS,3.0,-0.05447378820541182,exact,-0.05447378820541182,-0.05447378820541182,"[""CAR_LB_AL2395_C0_WFS_EPD3"",""CAR_LB_AL2395_A0_WFS_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,B0-C0,LB_AL2395,,WFS,3.0,0.27829849293846376,lower_bound,0.27829849293846376,,"[""CAR_LB_AL2395_B0_WFS_EPD3"",""CAR_LB_AL2395_C0_WFS_EPD3""]","[""lower_bound"",""exact""]",False
cornea,delta_dof50_width_d,B0-A0,LB_AL2395,,WFS,5.0,-0.043401248498064815,exact,-0.043401248498064815,-0.043401248498064815,"[""CAR_LB_AL2395_B0_WFS_EPD5"",""CAR_LB_AL2395_A0_WFS_EPD5""]","[""exact"",""exact""]",True
cornea,delta_dof50_width_d,C0-A0,LB_AL2395,,WFS,5.0,0.022927221198430714,exact,0.022927221198430714,0.022927221198430714,"[""CAR_LB_AL2395_C0_WFS_EPD5"",""CAR_LB_AL2395_A0_WFS_EPD5""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,B0-C0,LB_AL2395,,WFS,5.0,-0.06632846969649553,exact,-0.06632846969649553,-0.06632846969649553,"[""CAR_LB_AL2395_B0_WFS_EPD5"",""CAR_LB_AL2395_C0_WFS_EPD5""]","[""exact"",""exact""]",True
cornea,delta_dof50_width_d,B0-A0,LB_AL2395,,RAD,3.0,0.06657939176985805,exact,0.06657939176985805,0.06657939176985805,"[""CAR_LB_AL2395_B0_RAD_EPD3"",""CAR_LB_AL2395_A0_RAD_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,C0-A0,LB_AL2395,,RAD,3.0,0.0117690921451169,exact,0.0117690921451169,0.0117690921451169,"[""CAR_LB_AL2395_C0_RAD_EPD3"",""CAR_LB_AL2395_A0_RAD_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,B0-C0,LB_AL2395,,RAD,3.0,0.054810299624741154,exact,0.054810299624741154,0.054810299624741154,"[""CAR_LB_AL2395_B0_RAD_EPD3"",""CAR_LB_AL2395_C0_RAD_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,B0-A0,LB_AL2395,,RAD,5.0,0.1668710961576818,exact,0.1668710961576818,0.1668710961576818,"[""CAR_LB_AL2395_B0_RAD_EPD5"",""CAR_LB_AL2395_A0_RAD_EPD5""]","[""exact"",""exact""]",True
cornea,delta_dof50_width_d,C0-A0,LB_AL2395,,RAD,5.0,0.29685276067933697,lower_bound,0.29685276067933697,,"[""CAR_LB_AL2395_C0_RAD_EPD5"",""CAR_LB_AL2395_A0_RAD_EPD5""]","[""lower_bound"",""exact""]",False
cornea,delta_dof50_width_d,B0-C0,LB_AL2395,,RAD,5.0,-0.12998166452165516,upper_bound,,-0.12998166452165516,"[""CAR_LB_AL2395_B0_RAD_EPD5"",""CAR_LB_AL2395_C0_RAD_EPD5""]","[""exact"",""lower_bound""]",True
cornea,delta_dof50_width_d,B0-A0,LB_AL2395,,HOA,3.0,0.07176135948987772,exact,0.07176135948987772,0.07176135948987772,"[""CAR_LB_AL2395_B0_HOA_EPD3"",""CAR_LB_AL2395_A0_HOA_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,C0-A0,LB_AL2395,,HOA,3.0,0.02448894568489446,exact,0.02448894568489446,0.02448894568489446,"[""CAR_LB_AL2395_C0_HOA_EPD3"",""CAR_LB_AL2395_A0_HOA_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,B0-C0,LB_AL2395,,HOA,3.0,0.04727241380498326,exact,0.04727241380498326,0.04727241380498326,"[""CAR_LB_AL2395_B0_HOA_EPD3"",""CAR_LB_AL2395_C0_HOA_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,B0-A0,LB_AL2395,,HOA,5.0,0.049100764324865764,exact,0.049100764324865764,0.049100764324865764,"[""CAR_LB_AL2395_B0_HOA_EPD5"",""CAR_LB_AL2395_A0_HOA_EPD5""]","[""exact"",""exact""]",True
cornea,delta_dof50_width_d,C0-A0,LB_AL2395,,HOA,5.0,0.17981557276864912,exact,0.17981557276864912,0.17981557276864912,"[""CAR_LB_AL2395_C0_HOA_EPD5"",""CAR_LB_AL2395_A0_HOA_EPD5""]","[""exact"",""exact""]",True
cornea,delta_dof50_width_d,B0-C0,LB_AL2395,,HOA,5.0,-0.13071480844378336,exact,-0.13071480844378336,-0.13071480844378336,"[""CAR_LB_AL2395_B0_HOA_EPD5"",""CAR_LB_AL2395_C0_HOA_EPD5""]","[""exact"",""exact""]",True
cornea,delta_dof50_width_d,B0-A0,ATC_M3_AL24477,,WFS,3.0,0.23990962259341697,lower_bound,0.23990962259341697,,"[""CAR_ATC_M3_AL24477_B0_WFS_EPD3"",""CAR_ATC_M3_AL24477_A0_WFS_EPD3""]","[""lower_bound"",""exact""]",False
cornea,delta_dof50_width_d,C0-A0,ATC_M3_AL24477,,WFS,3.0,-0.02707903746876794,exact,-0.02707903746876794,-0.02707903746876794,"[""CAR_ATC_M3_AL24477_C0_WFS_EPD3"",""CAR_ATC_M3_AL24477_A0_WFS_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,B0-C0,ATC_M3_AL24477,,WFS,3.0,0.2669886600621849,lower_bound,0.2669886600621849,,"[""CAR_ATC_M3_AL24477_B0_WFS_EPD3"",""CAR_ATC_M3_AL24477_C0_WFS_EPD3""]","[""lower_bound"",""exact""]",False
cornea,delta_dof50_width_d,B0-A0,ATC_M3_AL24477,,WFS,5.0,-0.062499200582043946,exact,-0.062499200582043946,-0.062499200582043946,"[""CAR_ATC_M3_AL24477_B0_WFS_EPD5"",""CAR_ATC_M3_AL24477_A0_WFS_EPD5""]","[""exact"",""exact""]",True
cornea,delta_dof50_width_d,C0-A0,ATC_M3_AL24477,,WFS,5.0,0.018181918117285645,exact,0.018181918117285645,0.018181918117285645,"[""CAR_ATC_M3_AL24477_C0_WFS_EPD5"",""CAR_ATC_M3_AL24477_A0_WFS_EPD5""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,B0-C0,ATC_M3_AL24477,,WFS,5.0,-0.08068111869932959,exact,-0.08068111869932959,-0.08068111869932959,"[""CAR_ATC_M3_AL24477_B0_WFS_EPD5"",""CAR_ATC_M3_AL24477_C0_WFS_EPD5""]","[""exact"",""exact""]",True
cornea,delta_dof50_width_d,B0-A0,ATC_M3_AL24477,,RAD,3.0,0.04483787546463447,exact,0.04483787546463447,0.04483787546463447,"[""CAR_ATC_M3_AL24477_B0_RAD_EPD3"",""CAR_ATC_M3_AL24477_A0_RAD_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,C0-A0,ATC_M3_AL24477,,RAD,3.0,0.04556610711360931,exact,0.04556610711360931,0.04556610711360931,"[""CAR_ATC_M3_AL24477_C0_RAD_EPD3"",""CAR_ATC_M3_AL24477_A0_RAD_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,B0-C0,ATC_M3_AL24477,,RAD,3.0,-0.0007282316489748419,exact,-0.0007282316489748419,-0.0007282316489748419,"[""CAR_ATC_M3_AL24477_B0_RAD_EPD3"",""CAR_ATC_M3_AL24477_C0_RAD_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,B0-A0,ATC_M3_AL24477,,RAD,5.0,0.03440554584913058,exact,0.03440554584913058,0.03440554584913058,"[""CAR_ATC_M3_AL24477_B0_RAD_EPD5"",""CAR_ATC_M3_AL24477_A0_RAD_EPD5""]","[""exact"",""exact""]",True
cornea,delta_dof50_width_d,C0-A0,ATC_M3_AL24477,,RAD,5.0,0.18826198437952768,lower_bound,0.18826198437952768,,"[""CAR_ATC_M3_AL24477_C0_RAD_EPD5"",""CAR_ATC_M3_AL24477_A0_RAD_EPD5""]","[""lower_bound"",""exact""]",False
cornea,delta_dof50_width_d,B0-C0,ATC_M3_AL24477,,RAD,5.0,-0.1538564385303971,upper_bound,,-0.1538564385303971,"[""CAR_ATC_M3_AL24477_B0_RAD_EPD5"",""CAR_ATC_M3_AL24477_C0_RAD_EPD5""]","[""exact"",""lower_bound""]",True
cornea,delta_dof50_width_d,B0-A0,ATC_M3_AL24477,,HOA,3.0,0.09432621699361887,exact,0.09432621699361887,0.09432621699361887,"[""CAR_ATC_M3_AL24477_B0_HOA_EPD3"",""CAR_ATC_M3_AL24477_A0_HOA_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,C0-A0,ATC_M3_AL24477,,HOA,3.0,0.027209705913520787,exact,0.027209705913520787,0.027209705913520787,"[""CAR_ATC_M3_AL24477_C0_HOA_EPD3"",""CAR_ATC_M3_AL24477_A0_HOA_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,B0-C0,ATC_M3_AL24477,,HOA,3.0,0.06711651108009808,exact,0.06711651108009808,0.06711651108009808,"[""CAR_ATC_M3_AL24477_B0_HOA_EPD3"",""CAR_ATC_M3_AL24477_C0_HOA_EPD3""]","[""exact"",""exact""]",False
cornea,delta_dof50_width_d,B0-A0,ATC_M3_AL24477,,HOA,5.0,-0.030403723721809328,exact,-0.030403723721809328,-0.030403723721809328,"[""CAR_ATC_M3_AL24477_B0_HOA_EPD5"",""CAR_ATC_M3_AL24477_A0_HOA_EPD5""]","[""exact"",""exact""]",True
cornea,delta_dof50_width_d,C0-A0,ATC_M3_AL24477,,HOA,5.0,0.6267420027751365,lower_bound,0.6267420027751365,,"[""CAR_ATC_M3_AL24477_C0_HOA_EPD5"",""CAR_ATC_M3_AL24477_A0_HOA_EPD5""]","[""lower_bound"",""exact""]",True
cornea,delta_dof50_width_d,B0-C0,ATC_M3_AL24477,,HOA,5.0,-0.6571457264969458,upper_bound,,-0.6571457264969458,"[""CAR_ATC_M3_AL24477_B0_HOA_EPD5"",""CAR_ATC_M3_AL24477_C0_HOA_EPD5""]","[""exact"",""lower_bound""]",True
cornea_x_platform_did,delta_dof50_width_d,(B0-A0)_WFS-(B0-A0)_RAD,LB_AL2395,,,3.0,0.15724531296319388,lower_bound,0.15724531296319388,,"[""CAR_LB_AL2395_B0_WFS_EPD3"",""CAR_LB_AL2395_A0_WFS_EPD3"",""CAR_LB_AL2395_B0_RAD_EPD3"",""CAR_LB_AL2395_A0_RAD_EPD3""]","[""lower_bound"",""exact"",""exact"",""exact""]",False
cornea_x_platform_did,delta_dof50_width_d,(B0-A0)_WFS-(B0-A0)_HOA,LB_AL2395,,,3.0,0.15206334524317422,lower_bound,0.15206334524317422,,"[""CAR_LB_AL2395_B0_WFS_EPD3"",""CAR_LB_AL2395_A0_WFS_EPD3"",""CAR_LB_AL2395_B0_HOA_EPD3"",""CAR_LB_AL2395_A0_HOA_EPD3""]","[""lower_bound"",""exact"",""exact"",""exact""]",False
cornea_x_platform_did,delta_dof50_width_d,(B0-A0)_RAD-(B0-A0)_HOA,LB_AL2395,,,3.0,-0.0051819677200196645,exact,-0.0051819677200196645,-0.0051819677200196645,"[""CAR_LB_AL2395_B0_RAD_EPD3"",""CAR_LB_AL2395_A0_RAD_EPD3"",""CAR_LB_AL2395_B0_HOA_EPD3"",""CAR_LB_AL2395_A0_HOA_EPD3""]","[""exact"",""exact"",""exact"",""exact""]",False
cornea_x_platform_did,delta_dof50_width_d,(C0-A0)_WFS-(C0-A0)_RAD,LB_AL2395,,,3.0,-0.06624288035052872,exact,-0.06624288035052872,-0.06624288035052872,"[""CAR_LB_AL2395_C0_WFS_EPD3"",""CAR_LB_AL2395_A0_WFS_EPD3"",""CAR_LB_AL2395_C0_RAD_EPD3"",""CAR_LB_AL2395_A0_RAD_EPD3""]","[""exact"",""exact"",""exact"",""exact""]",False
cornea_x_platform_did,delta_dof50_width_d,(C0-A0)_WFS-(C0-A0)_HOA,LB_AL2395,,,3.0,-0.07896273389030628,exact,-0.07896273389030628,-0.07896273389030628,"[""CAR_LB_AL2395_C0_WFS_EPD3"",""CAR_LB_AL2395_A0_WFS_EPD3"",""CAR_LB_AL2395_C0_HOA_EPD3"",""CAR_LB_AL2395_A0_HOA_EPD3""]","[""exact"",""exact"",""exact"",""exact""]",False
cornea_x_platform_did,delta_dof50_width_d,(C0-A0)_RAD-(C0-A0)_HOA,LB_AL2395,,,3.0,-0.01271985353977756,exact,-0.01271985353977756,-0.01271985353977756,"[""CAR_LB_AL2395_C0_RAD_EPD3"",""CAR_LB_AL2395_A0_RAD_EPD3"",""CAR_LB_AL2395_C0_HOA_EPD3"",""CAR_LB_AL2395_A0_HOA_EPD3""]","[""exact"",""exact"",""exact"",""exact""]",False
cornea_x_platform_did,delta_dof50_width_d,(B0-C0)_WFS-(B0-C0)_RAD,LB_AL2395,,,3.0,0.2234881933137226,lower_bound,0.2234881933137226,,"[""CAR_LB_AL2395_B0_WFS_EPD3"",""CAR_LB_AL2395_C0_WFS_EPD3"",""CAR_LB_AL2395_B0_RAD_EPD3"",""CAR_LB_AL2395_C0_RAD_EPD3""]","[""lower_bound"",""exact"",""exact"",""exact""]",False
cornea_x_platform_did,delta_dof50_width_d,(B0-C0)_WFS-(B0-C0)_HOA,LB_AL2395,,,3.0,0.2310260791334805,lower_bound,0.2310260791334805,,"[""CAR_LB_AL2395_B0_WFS_EPD3"",""CAR_LB_AL2395_C0_WFS_EPD3"",""CAR_LB_AL2395_B0_HOA_EPD3"",""CAR_LB_AL2395_C0_HOA_EPD3""]","[""lower_bound"",""exact"",""exact"",""exact""]",False
cornea_x_platform_did,delta_dof50_width_d,(B0-C0)_RAD-(B0-C0)_HOA,LB_AL2395,,,3.0,0.007537885819757895,exact,0.007537885819757895,0.007537885819757895,"[""CAR_LB_AL2395_B0_RAD_EPD3"",""CAR_LB_AL2395_C0_RAD_EPD3"",""CAR_LB_AL2395_B0_HOA_EPD3"",""CAR_LB_AL2395_C0_HOA_EPD3""]","[""exact"",""exact"",""exact"",""exact""]",False
cornea_x_platform_did,delta_dof50_width_d,(B0-A0)_WFS-(B0-A0)_RAD,LB_AL2395,,,5.0,-0.21027234465574662,exact,-0.21027234465574662,-0.21027234465574662,"[""CAR_LB_AL2395_B0_WFS_EPD5"",""CAR_LB_AL2395_A0_WFS_EPD5"",""CAR_LB_AL2395_B0_RAD_EPD5"",""CAR_LB_AL2395_A0_RAD_EPD5""]","[""exact"",""exact"",""exact"",""exact""]",True
cornea_x_platform_did,delta_dof50_width_d,(B0-A0)_WFS-(B0-A0)_HOA,LB_AL2395,,,5.0,-0.09250201282293058,exact,-0.09250201282293058,-0.09250201282293058,"[""CAR_LB_AL2395_B0_WFS_EPD5"",""CAR_LB_AL2395_A0_WFS_EPD5"",""CAR_LB_AL2395_B0_HOA_EPD5"",""CAR_LB_AL2395_A0_HOA_EPD5""]","[""exact"",""exact"",""exact"",""exact""]",True
cornea_x_platform_did,delta_dof50_width_d,(B0-A0)_RAD-(B0-A0)_HOA,LB_AL2395,,,5.0,0.11777033183281604,exact,0.11777033183281604,0.11777033183281604,"[""CAR_LB_AL2395_B0_RAD_EPD5"",""CAR_LB_AL2395_A0_RAD_EPD5"",""CAR_LB_AL2395_B0_HOA_EPD5"",""CAR_LB_AL2395_A0_HOA_EPD5""]","[""exact"",""exact"",""exact"",""exact""]",True
cornea_x_platform_did,delta_dof50_width_d,(C0-A0)_WFS-(C0-A0)_RAD,LB_AL2395,,,5.0,-0.27392553948090625,upper_bound,,-0.27392553948090625,"[""CAR_LB_AL2395_C0_WFS_EPD5"",""CAR_LB_AL2395_A0_WFS_EPD5"",""CAR_LB_AL2395_C0_RAD_EPD5"",""CAR_LB_AL2395_A0_RAD_EPD5""]","[""exact"",""exact"",""lower_bound"",""exact""]",False
cornea_x_platform_did,delta_dof50_width_d,(C0-A0)_WFS-(C0-A0)_HOA,LB_AL2395,,,5.0,-0.1568883515702184,exact,-0.1568883515702184,-0.1568883515702184,"[""CAR_LB_AL2395_C0_WFS_EPD5"",""CAR_LB_AL2395_A0_WFS_EPD5"",""CAR_LB_AL2395_C0_HOA_EPD5"",""CAR_LB_AL2395_A0_HOA_EPD5""]","[""exact"",""exact"",""exact"",""exact""]",True
cornea_x_platform_did,delta_dof50_width_d,(C0-A0)_RAD-(C0-A0)_HOA,LB_AL2395,,,5.0,0.11703718791068785,lower_bound,0.11703718791068785,,"[""CAR_LB_AL2395_C0_RAD_EPD5"",""CAR_LB_AL2395_A0_RAD_EPD5"",""CAR_LB_AL2395_C0_HOA_EPD5"",""CAR_LB_AL2395_A0_HOA_EPD5""]","[""lower_bound"",""exact"",""exact"",""exact""]",True
cornea_x_platform_did,delta_dof50_width_d,(B0-C0)_WFS-(B0-C0)_RAD,LB_AL2395,,,5.0,0.06365319482515963,lower_bound,0.06365319482515963,,"[""CAR_LB_AL2395_B0_WFS_EPD5"",""CAR_LB_AL2395_C0_WFS_EPD5"",""CAR_LB_AL2395_B0_RAD_EPD5"",""CAR_LB_AL2395_C0_RAD_EPD5""]","[""exact"",""exact"",""exact"",""lower_bound""]",True
